Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
1,2,8,14,8,28,1,224,224,224,0,0.871318
2,4,98,2,16,4,1,224,224,224,0,0.871487
1,49,1,16,16,1,4,224,224,224,0,0.871426
1,8,28,1,32,1,7,224,224,224,0,0.871844
2,98,1,2,16,16,1,224,224,224,0,0.870998
1,224,1,7,2,2,8,224,224,224,0,0.871474
1,28,4,14,1,16,2,224,224,224,0,0.871092
1,8,1,7,8,8,14,224,224,224,0,0.871665
2,1,14,8,1,14,32,224,224,224,0,0.850121
1,4,2,14,2,56,4,224,224,224,0,0.871231
1,1,4,392,2,16,1,224,224,224,0,0.871898
2,56,1,1,224,2,2,224,224,224,0,0.871475
1,1,8,14,4,7,16,224,224,224,0,0.857282
0,98,1,1,64,8,1,224,224,224,0,0.871034
1,1,7,8,1,64,14,224,224,224,0,0.46961
2,7,7,32,1,1,32,224,224,224,0,0.871307
1,2,8,7,16,14,2,224,224,224,0,0.854161
1,7,28,2,1,32,4,224,224,224,0,0.871295
1,56,1,2,2,4,56,224,224,224,0,0.871699
2,1,112,2,1,28,8,224,224,224,0,0.871333
1,4,7,4,16,1,28,224,224,224,0,0.871204
2,14,2,8,8,28,1,224,224,224,0,0.871817
2,4,14,4,28,8,1,224,224,224,0,0.857328
2,56,2,1,4,14,8,224,224,224,0,0.839358
0,14,1,112,2,16,1,224,224,224,0,0.871619
2,16,7,1,56,1,8,224,224,224,0,0.871076
1,16,2,7,8,4,7,224,224,224,0,0.853615
2,1,56,2,32,7,2,224,224,224,0,0.871077
1,14,28,1,1,32,4,224,224,224,0,0.480397
2,16,7,1,112,2,2,224,224,224,0,0.871771
2,2,2,56,28,1,8,224,224,224,0,0.871577
3,7,1,16,4,112,1,224,224,224,0,0.871314
2,8,14,2,1,56,4,224,224,224,0,0.871498
1,4,2,7,4,28,8,224,224,224,0,0.871183
1,2,4,49,128,1,1,224,224,224,0,0.853373
3,14,2,7,256,1,1,224,224,224,0,0.870867
2,2,7,4,4,32,7,224,224,224,0,0.879881
1,8,2,49,16,1,4,224,224,224,0,0.871646
2,49,2,2,4,8,8,224,224,224,0,0.852387
2,1,14,16,8,28,1,224,224,224,0,0.469921
1,16,1,7,14,4,8,224,224,224,0,0.487826
1,2,2,14,112,2,4,224,224,224,0,0.871216
2,1,7,28,128,2,1,224,224,224,0,0.872164
2,2,7,112,2,1,16,224,224,224,0,0.870687
1,2,98,4,1,16,4,224,224,224,0,0.871675
1,98,16,1,2,1,16,224,224,224,0,0.915454
3,56,1,4,1,56,4,224,224,224,0,0.87954
2,8,1,14,2,16,14,224,224,224,0,0.871853
1,392,4,1,2,1,16,224,224,224,0,0.87197
1,28,1,14,4,4,8,224,224,224,0,0.871711
2,49,4,2,1,2,64,224,224,224,0,0.871595
1,1,32,7,16,7,2,224,224,224,0,0.469471
1,16,49,1,8,2,4,224,224,224,0,0.484417
2,112,7,2,32,1,1,224,224,224,0,0.871629
2,8,14,7,8,4,2,224,224,224,0,0.871531
1,392,2,2,8,2,2,224,224,224,0,0.834675
2,1,1,112,28,16,1,224,224,224,0,0.871401
2,112,1,2,1,14,16,224,224,224,0,0.810985
2,2,16,7,1,224,1,224,224,224,0,0.871178
1,4,56,7,2,4,4,224,224,224,0,0.871638
1,49,1,16,4,4,4,224,224,224,0,0.4698
1,2,4,7,2,224,2,224,224,224,0,0.469656
2,49,8,4,16,1,2,224,224,224,0,0.870756
1,32,1,7,16,7,2,224,224,224,0,0.870902
1,2,4,7,1,448,2,224,224,224,0,0.871665
2,2,2,14,8,4,28,224,224,224,0,0.473122
1,14,14,2,1,16,8,224,224,224,0,0.839141
3,14,2,4,1,8,56,224,224,224,0,0.857352
3,8,2,14,2,4,28,224,224,224,0,0.871704
2,28,4,7,16,1,4,224,224,224,0,0.475271
1,2,4,14,1,16,28,224,224,224,0,0.871818
1,1,1,49,256,2,2,224,224,224,0,0.469209
2,2,2,28,2,16,14,224,224,224,0,0.853294
1,1,2,112,14,4,4,224,224,224,0,0.769311
1,1,2,56,1,14,32,224,224,224,0,0.835189
2,1,16,14,2,8,14,224,224,224,0,0.871289
1,2,98,4,64,1,1,224,224,224,0,0.839547
1,28,7,2,32,4,1,224,224,224,0,0.872125
2,1,784,1,16,1,4,224,224,224,0,0.871346
1,28,1,14,8,1,16,224,224,224,0,0.481244
1,1,56,1,2,64,7,224,224,224,0,0.871563
1,7,8,4,8,4,7,224,224,224,0,0.763765
2,2,14,7,1,64,4,224,224,224,0,0.871208
0,28,1,2,128,1,7,224,224,224,0,0.851135
1,49,4,4,32,1,2,224,224,224,0,0.852119
1,112,7,1,8,2,4,224,224,224,0,0.852768
2,1,7,7,4,32,8,224,224,224,0,0.385766
1,4,1,28,8,8,7,224,224,224,0,0.87147
1,14,7,2,4,32,2,224,224,224,0,0.871014
1,1,7,8,16,28,2,224,224,224,0,0.872075
2,98,8,1,16,1,4,224,224,224,0,0.847429
2,1,28,4,1,28,16,224,224,224,0,0.854489
3,98,1,1,256,1,2,224,224,224,0,0.872014
3,8,1,14,7,4,16,224,224,224,0,0.873009
2,1,4,392,2,4,4,224,224,224,0,0.850428
1,7,1,7,32,4,8,224,224,224,0,0.871609
2,7,4,7,2,16,8,224,224,224,0,0.871311
1,1,56,14,4,4,4,224,224,224,0,0.871458
1,2,2,28,28,4,4,224,224,224,0,0.851517
2,1,56,7,8,4,4,224,224,224,0,0.871016
1,14,1,16,2,8,14,224,224,224,0,0.871892
1,1,1,112,2,7,32,224,224,224,0,0.871998
2,8,2,7,28,4,4,224,224,224,0,0.871368
2,14,2,7,32,1,8,224,224,224,0,0.871413
0,7,1,224,4,1,8,224,224,224,0,0.853656
1,4,2,7,1,224,4,224,224,224,0,0.871714
2,4,1,196,1,32,2,224,224,224,0,0.87174
1,14,7,1,16,2,16,224,224,224,0,0.871871
2,2,196,4,4,2,4,224,224,224,0,0.879817
1,2,14,7,16,4,4,224,224,224,0,0.871943
2,14,7,2,32,4,2,224,224,224,0,0.871497
1,7,32,1,16,7,2,224,224,224,0,0.484706
1,8,7,4,2,28,4,224,224,224,0,0.853314
1,16,2,49,16,1,2,224,224,224,0,0.871377
2,16,49,2,32,1,1,224,224,224,0,0.496425
0,14,2,2,1,128,7,224,224,224,0,0.870969
1,16,7,1,7,8,8,224,224,224,0,0.871373
1,14,1,16,2,28,4,224,224,224,0,0.87142
2,2,49,1,4,4,32,224,224,224,0,0.871645
1,7,7,1,512,1,2,224,224,224,0,0.871739
1,2,28,2,1,14,32,224,224,224,0,0.870683
2,28,4,2,1,8,28,224,224,224,0,0.915382
1,98,16,1,4,1,8,224,224,224,0,0.871399
1,14,4,2,8,14,4,224,224,224,0,0.871854
2,2,2,392,16,2,1,224,224,224,0,0.853
2,8,2,14,1,28,8,224,224,224,0,0.915532
3,8,14,2,4,28,2,224,224,224,0,0.871472
3,8,28,1,7,1,32,224,224,224,0,0.87179
2,16,2,7,1,8,28,224,224,224,0,0.478803
3,14,112,1,8,1,4,224,224,224,0,0.871573
2,4,7,8,1,16,14,224,224,224,0,0.83305
1,28,1,2,2,64,7,224,224,224,0,0.879215
1,4,2,28,4,4,14,224,224,224,0,0.879544
2,7,8,4,8,14,2,224,224,224,0,0.871351
1,2,4,7,56,8,2,224,224,224,0,0.871326
1,28,2,4,2,4,28,224,224,224,0,0.871629
2,4,49,4,4,2,8,224,224,224,0,0.871397
3,7,16,7,4,4,4,224,224,224,0,0.853832
1,4,28,14,4,8,1,224,224,224,0,0.871537
2,8,7,1,64,1,14,224,224,224,0,0.871008
2,7,4,7,1,16,16,224,224,224,0,0.880102
1,196,1,1,32,8,1,224,224,224,0,0.871487
1,2,7,14,32,2,4,224,224,224,0,0.871821
2,14,7,16,1,1,32,224,224,224,0,0.810547
2,14,2,2,28,8,4,224,224,224,0,0.879128
1,32,7,1,2,7,16,224,224,224,0,0.871816
1,2,8,7,2,7,32,224,224,224,0,0.872109
2,14,1,28,16,8,1,224,224,224,0,0.854194
0,1,98,16,8,2,2,224,224,224,0,0.853114
2,8,2,7,2,28,8,224,224,224,0,0.871446
2,49,4,8,1,16,2,224,224,224,0,0.87148
2,2,7,4,28,8,4,224,224,224,0,0.915127
1,28,1,8,8,7,4,224,224,224,0,0.871635
1,7,7,1,32,2,16,224,224,224,0,0.871494
2,14,56,2,1,16,2,224,224,224,0,0.871598
1,4,2,14,4,4,28,224,224,224,0,0.879955
1,2,14,28,1,64,1,224,224,224,0,0.871113
2,14,14,4,1,2,32,224,224,224,0,0.871241
1,196,2,1,1,128,1,224,224,224,0,0.871586
3,112,14,1,32,1,1,224,224,224,0,0.878814
3,8,1,98,2,4,8,224,224,224,0,0.871571
2,8,7,1,28,4,8,224,224,224,0,0.871741
1,56,2,1,14,4,8,224,224,224,0,0.851127
2,1,1,112,112,2,2,224,224,224,0,0.85385
1,14,1,14,16,1,16,224,224,224,0,0.871221
1,8,7,4,4,14,4,224,224,224,0,0.871426
1,7,7,16,32,2,1,224,224,224,0,0.879464
2,49,2,4,32,4,1,224,224,224,0,0.871099
1,56,4,1,4,1,56,224,224,224,0,0.385464
1,1,14,4,8,14,8,224,224,224,0,0.871036
2,56,1,2,8,1,56,224,224,224,0,0.482542
2,2,56,1,4,4,28,224,224,224,0,0.871852
2,1,224,7,1,2,16,224,224,224,0,0.871686
2,1,98,4,8,16,1,224,224,224,0,0.871874
2,28,1,8,2,2,56,224,224,224,0,0.470164
1,4,1,28,1,8,56,224,224,224,0,0.839559
1,7,8,1,7,64,2,224,224,224,0,0.871433
2,2,49,8,4,1,16,224,224,224,0,0.871734
1,1,28,7,8,1,32,224,224,224,0,0.871333
2,7,16,1,7,32,2,224,224,224,0,0.871037
3,56,2,2,1,56,4,224,224,224,0,0.49245
3,7,4,7,8,8,4,224,224,224,0,0.853663
2,14,1,16,7,32,1,224,224,224,0,0.871363
2,1,196,4,8,4,2,224,224,224,0,0.870715
1,1,196,8,4,8,1,224,224,224,0,0.483197
1,1,2,98,1,256,1,224,224,224,0,0.87124
1,7,16,2,16,1,14,224,224,224,0,0.853016
2,1,2,112,2,28,4,224,224,224,0,0.851286
1,196,1,1,64,2,2,224,224,224,0,0.871683
1,28,1,7,16,4,4,224,224,224,0,0.871916
2,1,2,28,56,16,1,224,224,224,0,0.871641
1,8,7,2,4,16,7,224,224,224,0,0.852646
2,1,4,56,1,28,8,224,224,224,0,0.479485
2,2,56,14,16,1,2,224,224,224,0,0.871572
1,1,28,4,4,7,16,224,224,224,0,0.853144
1,7,4,28,16,1,4,224,224,224,0,0.870805
2,1,7,8,1,28,32,224,224,224,0,0.469866
1,14,112,1,1,1,32,224,224,224,0,0.871649
1,49,2,1,2,16,16,224,224,224,0,0.870489
1,4,8,7,32,1,7,224,224,224,0,0.87983
2,1,98,1,256,1,2,224,224,224,0,0.87164
1,56,2,1,1,32,14,224,224,224,0,0.475941
2,7,8,1,7,128,1,224,224,224,0,0.871342
2,1,4,56,4,7,8,224,224,224,0,0.853238
1,1,4,14,7,32,4,224,224,224,0,0.388802
2,7,8,1,28,8,4,224,224,224,0,0.871802
1,2,56,1,1,16,28,224,224,224,0,0.871351
1,4,28,2,4,1,56,224,224,224,0,0.485133
2,7,1,16,2,224,1,224,224,224,0,0.871234
0,28,14,1,1,4,32,224,224,224,0,0.915092
0,49,1,4,2,8,16,224,224,224,0,0.871551
0,14,2,28,8,4,2,224,224,224,0,0.871227
2,2,49,4,16,4,2,224,224,224,0,0.81083
1,56,1,14,2,4,8,224,224,224,0,0.384182
1,4,1,14,32,14,2,224,224,224,0,0.761876
2,4,392,1,4,1,8,224,224,224,0,0.87161
1,14,14,8,1,1,32,224,224,224,0,0.871671
1,8,2,7,8,1,56,224,224,224,0,0.871613
2,2,2,28,2,14,16,224,224,224,0,0.871854
2,28,8,1,112,2,1,224,224,224,0,0.871841
3,196,2,4,2,2,8,224,224,224,0,0.851771
1,2,28,1,112,1,8,224,224,224,0,0.871127
2,1,4,196,1,32,2,224,224,224,0,0.870681
1,8,1,14,28,2,8,224,224,224,0,0.872006
2,7,28,1,1,16,16,224,224,224,0,0.871852
1,2,1,49,2,256,1,224,224,224,0,0.871432
1,2,1,112,56,4,1,224,224,224,0,0.852753
2,8,98,2,4,1,8,224,224,224,0,0.83959
1,1,8,49,1,4,32,224,224,224,0,0.871547
2,2,16,49,32,1,1,224,224,224,0,0.87191
3,1,28,7,2,8,16,224,224,224,0,0.37733
2,1,7,32,7,16,2,224,224,224,0,0.481711
1,1,1,56,1,28,32,224,224,224,0,0.852743
1,8,7,28,2,1,16,224,224,224,0,0.871018
2,7,2,16,2,16,7,224,224,224,0,0.48039
1,7,14,1,1,32,16,224,224,224,0,0.871321
2,7,1,14,8,4,16,224,224,224,0,0.871835
1,1,1,56,128,7,1,224,224,224,0,0.871436
2,4,7,2,112,1,8,224,224,224,0,0.870138
1,7,7,8,4,1,32,224,224,224,0,0.389513
1,56,4,1,7,16,2,224,224,224,0,0.871536
2,1,32,7,2,112,1,224,224,224,0,0.47778
3,2,7,4,16,8,7,224,224,224,0,0.871644
0,2,98,2,4,2,16,224,224,224,0,0.871521
0,1,56,2,14,2,16,224,224,224,0,0.871739
2,1,14,4,1,56,16,224,224,224,0,0.871682
1,2,14,8,56,1,4,224,224,224,0,0.871134
1,1,4,49,32,8,1,224,224,224,0,0.879276
2,98,1,4,8,2,8,224,224,224,0,0.487082
2,4,98,2,1,8,8,224,224,224,0,0.871496
2,1,112,2,56,4,1,224,224,224,0,0.852406
0,2,14,8,1,112,2,224,224,224,0,0.87101
0,7,16,7,8,4,2,224,224,224,0,0.871371
2,28,1,4,8,8,7,224,224,224,0,0.468667
2,98,1,8,1,32,2,224,224,224,0,0.871294
1,8,1,14,2,7,32,224,224,224,0,0.879059
1,1,112,7,32,2,1,224,224,224,0,0.871541
2,2,112,1,4,28,2,224,224,224,0,0.850129
1,4,7,56,2,2,8,224,224,224,0,0.853628
2,2,2,14,1,16,56,224,224,224,0,0.871722
1,392,1,2,8,8,1,224,224,224,0,0.871588
2,1,16,7,4,2,56,224,224,224,0,0.871866
1,1,4,14,2,7,64,224,224,224,0,0.871478
2,28,1,56,2,16,1,224,224,224,0,0.871488
1,49,1,8,2,64,1,224,224,224,0,0.473763
1,4,98,2,8,8,1,224,224,224,0,0.871435
1,2,49,2,1,64,4,224,224,224,0,0.871667
1,2,14,4,1,224,2,224,224,224,0,0.871286
1,8,4,7,8,28,1,224,224,224,0,0.871495
2,1,32,7,8,2,14,224,224,224,0,0.85361
1,14,1,8,2,4,56,224,224,224,0,0.871713
3,2,49,4,64,2,1,224,224,224,0,0.479272
2,1,7,8,1,64,14,224,224,224,0,0.871508
2,56,1,2,4,112,1,224,224,224,0,0.87189
2,2,7,7,16,4,8,224,224,224,0,0.851441
1,4,2,98,16,1,4,224,224,224,0,0.871515
1,7,8,1,4,56,4,224,224,224,0,0.871066
2,2,49,1,32,1,16,224,224,224,0,0.879642
1,392,1,1,2,4,16,224,224,224,0,0.879372
2,14,1,8,2,224,1,224,224,224,0,0.853526
0,112,1,2,1,8,28,224,224,224,0,0.871835
2,8,1,7,2,16,28,224,224,224,0,0.857146
2,8,7,1,16,7,8,224,224,224,0,0.871379
2,1,49,8,2,64,1,224,224,224,0,0.475361
1,2,2,14,56,2,8,224,224,224,0,0.871176
1,14,16,1,2,2,56,224,224,224,0,0.880413
1,1,4,49,16,1,16,224,224,224,0,0.48501
2,49,2,2,8,4,8,224,224,224,0,0.879533
2,2,7,112,32,1,1,224,224,224,0,0.469819
3,28,1,7,2,128,1,224,224,224,0,0.871987
3,1,49,8,8,4,4,224,224,224,0,0.83423
3,1,7,224,2,2,8,224,224,224,0,0.871851
2,1,4,14,32,4,7,224,224,224,0,0.871245
1,56,1,2,2,14,16,224,224,224,0,0.871574
2,1,1,98,8,2,32,224,224,224,0,0.879565
0,1,1,112,8,2,28,224,224,224,0,0.871377
1,28,4,1,4,8,14,224,224,224,0,0.871269
2,8,7,7,4,16,2,224,224,224,0,0.834363
1,1,56,4,1,112,2,224,224,224,0,0.83933
2,2,4,49,2,4,16,224,224,224,0,0.810523
1,4,7,8,1,56,4,224,224,224,0,0.853893
2,7,1,16,8,56,1,224,224,224,0,0.853404
2,1,14,56,4,8,2,224,224,224,0,0.871014
1,4,14,1,8,2,56,224,224,224,0,0.853523
1,16,1,7,8,14,4,224,224,224,0,0.872091
2,1,1,392,4,16,2,224,224,224,0,0.871222
2,196,1,4,32,1,2,224,224,224,0,0.852616
3,4,1,49,256,1,1,224,224,224,0,0.871491
3,1,56,2,4,16,7,224,224,224,0,0.853203
2,7,8,2,16,14,2,224,224,224,0,0.871304
1,4,14,14,2,4,8,224,224,224,0,0.871633
1,1,7,56,1,128,1,224,224,224,0,0.871599
0,1,8,14,4,28,4,224,224,224,0,0.871802
2,2,1,28,16,8,7,224,224,224,0,0.87158
1,1,8,49,64,1,2,224,224,224,0,0.871866
1,1,4,392,1,32,1,224,224,224,0,0.871379
2,4,7,14,1,4,32,224,224,224,0,0.871552
1,8,1,14,14,1,32,224,224,224,0,0.871287
1,8,7,2,7,8,8,224,224,224,0,0.871565
2,7,8,1,4,112,2,224,224,224,0,0.833772
1,14,1,14,4,32,2,224,224,224,0,0.851633
1,28,2,14,16,2,2,224,224,224,0,0.811496
1,1,4,14,8,28,4,224,224,224,0,0.871509
2,8,1,28,7,2,16,224,224,224,0,0.871911
1,7,4,2,56,2,8,224,224,224,0,0.871807
0,1,4,14,14,64,1,224,224,224,0,0.769307
1,1,14,28,4,2,16,224,224,224,0,0.769275
2,1,7,28,4,4,16,224,224,224,0,0.487576
1,1,49,2,16,16,2,224,224,224,0,0.871488
1,28,4,1,4,16,7,224,224,224,0,0.871084
2,7,1,224,4,4,2,224,224,224,0,0.871503
0,28,4,1,56,8,1,224,224,224,0,0.834561
2,28,2,2,4,14,8,224,224,224,0,0.853882
2,7,112,2,8,2,2,224,224,224,0,0.853695
2,2,28,2,8,28,2,224,224,224,0,0.871657
1,2,28,1,8,8,14,224,224,224,0,0.871889
2,8,7,4,112,1,2,224,224,224,0,0.871361
3,7,7,32,2,2,8,224,224,224,0,0.87169
2,112,7,2,1,2,16,224,224,224,0,0.811436
1,14,2,56,1,8,4,224,224,224,0,0.839699
1,14,8,2,8,7,4,224,224,224,0,0.871086
2,1,14,8,8,7,8,224,224,224,0,0.871189
1,4,1,49,128,2,1,224,224,224,0,0.871543
1,14,7,2,8,16,2,224,224,224,0,0.810501
1,56,1,2,448,1,1,224,224,224,0,0.87192
2,4,28,2,224,1,1,224,224,224,0,0.839469
1,49,1,1,2,128,4,224,224,224,0,0.871114
1,14,7,1,16,1,32,224,224,224,0,0.871921
1,98,2,4,64,1,1,224,224,224,0,0.871741
2,56,1,28,2,4,4,224,224,224,0,0.852727
2,4,7,4,8,8,7,224,224,224,0,0.871004
1,2,14,4,2,4,56,224,224,224,0,0.857342
2,4,4,14,14,1,16,224,224,224,0,0.496354
1,2,1,392,4,16,1,224,224,224,0,0.871576
1,4,14,2,56,8,1,224,224,224,0,0.871574
3,4,7,56,4,2,4,224,224,224,0,0.853127
2,8,1,7,224,2,2,224,224,224,0,0.833578
1,7,56,4,2,8,2,224,224,224,0,0.871874
1,4,1,49,32,4,2,224,224,224,0,0.871344
1,1,4,56,28,1,8,224,224,224,0,0.871381
0,4,49,2,2,2,32,224,224,224,0,0.871481
2,2,56,7,16,1,4,224,224,224,0,0.871291
2,4,1,196,4,2,8,224,224,224,0,0.470058
1,14,2,2,4,56,4,224,224,224,0,0.839054
2,1,8,28,1,8,28,224,224,224,0,0.851846
3,7,1,8,4,14,16,224,224,224,0,0.870995
1,2,49,4,8,8,2,224,224,224,0,0.871676
2,1,4,14,7,4,32,224,224,224,0,0.853482
1,1,32,7,56,4,1,224,224,224,0,0.871239
3,7,1,224,16,1,2,224,224,224,0,0.853454
3,1,1568,1,8,1,4,224,224,224,0,0.853866
2,224,1,1,14,2,8,224,224,224,0,0.850866
1,7,16,2,32,7,1,224,224,224,0,0.839203
1,14,2,7,16,16,1,224,224,224,0,0.871694
1,1,56,2,16,14,2,224,224,224,0,0.852461
2,2,7,14,64,1,4,224,224,224,0,0.87155
1,28,2,28,4,1,8,224,224,224,0,0.852888
3,1,4,28,16,14,2,224,224,224,0,0.839354
3,2,14,7,4,16,4,224,224,224,0,0.8338
2,14,4,1,8,16,7,224,224,224,0,0.870967
1,1,14,16,2,7,16,224,224,224,0,0.834619
1,4,4,98,8,1,4,224,224,224,0,0.871683
1,16,7,7,16,1,4,224,224,224,0,0.853406
3,2,112,7,32,1,1,224,224,224,0,0.871357
3,1,14,16,7,8,4,224,224,224,0,0.486453
0,4,28,7,8,1,8,224,224,224,0,0.871931
2,2,1,28,16,56,1,224,224,224,0,0.834703
0,8,7,7,2,2,32,224,224,224,0,0.871591
1,1,14,8,56,4,2,224,224,224,0,0.853468
3,8,2,7,8,28,2,224,224,224,0,0.810168
2,8,98,1,1,4,16,224,224,224,0,0.871003
1,28,7,4,2,16,2,224,224,224,0,0.853197
1,2,4,7,1,224,4,224,224,224,0,0.387842
1,98,1,16,8,4,1,224,224,224,0,0.871467
2,1,8,28,16,7,2,224,224,224,0,0.853348
1,2,16,7,7,16,2,224,224,224,0,0.853358
0,56,14,1,4,8,2,224,224,224,0,0.872046
1,1,2,28,112,1,8,224,224,224,0,0.871319
2,4,49,8,32,1,1,224,224,224,0,0.87162
0,1,224,1,4,8,7,224,224,224,0,0.469443
0,28,1,8,16,14,1,224,224,224,0,0.811016
2,2,14,28,2,32,1,224,224,224,0,0.852049
0,1,112,14,16,2,1,224,224,224,0,0.853424
1,7,8,2,4,7,16,224,224,224,0,0.384818
2,7,14,4,32,4,1,224,224,224,0,0.871485
3,1,56,14,32,1,2,224,224,224,0,0.871725
1,1,49,16,1,1,64,224,224,224,0,0.380233
2,2,1,28,4,224,1,224,224,224,0,0.853687
2,2,8,14,2,112,1,224,224,224,0,0.852613
2,2,1,56,56,4,2,224,224,224,0,0.85216
0,7,14,1,1,256,2,224,224,224,0,0.811229
2,4,2,7,28,4,8,224,224,224,0,0.83312
2,16,7,1,7,1,64,224,224,224,0,0.482271
2,28,14,1,128,1,1,224,224,224,0,0.850829
0,8,2,7,4,28,4,224,224,224,0,0.853674
1,7,1,56,4,2,16,224,224,224,0,0.871606
1,2,98,1,1,4,64,224,224,224,0,0.484528
2,1,7,28,128,1,2,224,224,224,0,0.871598
2,2,28,1,28,2,16,224,224,224,0,0.871836
0,7,1,32,16,7,2,224,224,224,0,0.871008
1,8,14,1,1,448,1,224,224,224,0,0.381382
2,2,8,7,1,16,28,224,224,224,0,0.87152
1,7,8,1,64,2,7,224,224,224,0,0.871647
1,1,8,28,1,4,56,224,224,224,0,0.879602
3,14,7,1,1,64,8,224,224,224,0,0.871011
2,7,2,8,7,32,2,224,224,224,0,0.4759
2,14,4,14,1,32,2,224,224,224,0,0.879138
2,2,14,2,7,8,16,224,224,224,0,0.856426
3,98,4,1,2,8,8,224,224,224,0,0.853453
1,4,14,4,2,14,8,224,224,224,0,0.87157
2,1,1,196,8,1,32,224,224,224,0,0.871186
1,8,1,98,8,1,8,224,224,224,0,0.856179
2,28,28,2,2,16,1,224,224,224,0,0.870998
1,2,14,4,1,16,28,224,224,224,0,0.871649
1,2,112,1,7,1,32,224,224,224,0,0.87149
2,8,14,2,1,112,2,224,224,224,0,0.470005
2,8,49,2,8,4,2,224,224,224,0,0.872019
0,1,28,2,8,112,1,224,224,224,0,0.85291
1,56,2,7,64,1,1,224,224,224,0,0.488004
2,4,7,2,112,2,4,224,224,224,0,0.87189
1,196,4,1,2,4,8,224,224,224,0,0.872201
1,7,7,16,2,1,32,224,224,224,0,0.87131
2,2,2,28,1,14,32,224,224,224,0,0.870511
1,14,7,1,2,4,64,224,224,224,0,0.871283
1,7,2,14,4,32,2,224,224,224,0,0.871701
1,7,4,4,56,8,1,224,224,224,0,0.871212
1,1,14,112,1,4,8,224,224,224,0,0.766721
3,14,2,8,7,16,2,224,224,224,0,0.871207
1,7,2,16,1,112,2,224,224,224,0,0.386463
1,2,56,14,1,4,8,224,224,224,0,0.871751
2,4,1,14,28,2,16,224,224,224,0,0.833928
1,2,7,14,4,16,4,224,224,224,0,0.871568
2,1,14,4,64,2,7,224,224,224,0,0.87149
1,1,7,16,32,7,2,224,224,224,0,0.871923
1,14,1,8,4,7,16,224,224,224,0,0.872114
1,2,56,7,8,8,1,224,224,224,0,0.871985
2,1,112,1,4,56,2,224,224,224,0,0.871661
1,1,8,28,7,16,2,224,224,224,0,0.880007
1,1,4,49,4,1,64,224,224,224,0,0.481898
1,1,49,1,2,8,64,224,224,224,0,0.871038
2,1,1568,1,4,1,8,224,224,224,0,0.871541
1,14,1,8,112,4,1,224,224,224,0,0.871251
1,14,4,7,128,1,1,224,224,224,0,0.872017
2,28,2,4,2,14,8,224,224,224,0,0.871425
2,4,7,14,4,32,1,224,224,224,0,0.850587
0,4,1,14,16,56,1,224,224,224,0,0.839343
1,1,7,7,2,8,64,224,224,224,0,0.810738
2,2,1,28,16,14,4,224,224,224,0,0.871389
1,1,7,32,1,8,28,224,224,224,0,0.87118
2,392,1,4,8,1,4,224,224,224,0,0.870839
1,224,7,1,1,1,32,224,224,224,0,0.486583
1,14,28,2,4,16,1,224,224,224,0,0.871523
2,1,2,56,7,32,2,224,224,224,0,0.871864
0,49,8,1,16,1,8,224,224,224,0,0.87142
1,49,2,1,2,256,1,224,224,224,0,0.871502
2,4,28,1,2,224,1,224,224,224,0,0.487776
2,1,14,8,16,14,2,224,224,224,0,0.871134
2,49,4,4,2,16,2,224,224,224,0,0.879029
1,1,7,14,4,64,2,224,224,224,0,0.4703
1,14,2,4,16,7,4,224,224,224,0,0.833211
1,1,4,14,14,2,32,224,224,224,0,0.853233
2,7,4,8,4,28,2,224,224,224,0,0.480474
1,49,8,1,2,32,2,224,224,224,0,0.852966
1,2,56,2,28,8,1,224,224,224,0,0.470725
2,28,7,1,1,256,1,224,224,224,0,0.853712
0,7,2,8,28,1,16,224,224,224,0,0.871508
1,8,4,7,16,7,2,224,224,224,0,0.871992
3,56,2,7,1,32,2,224,224,224,0,0.871867
2,1,1,56,16,4,14,224,224,224,0,0.871597
1,7,2,7,128,2,2,224,224,224,0,0.850944
1,7,4,14,8,4,4,224,224,224,0,0.871476
1,4,2,14,28,4,4,224,224,224,0,0.481663
2,14,1,8,4,2,56,224,224,224,0,0.915278
3,2,1,28,1,28,32,224,224,224,0,0.834082
1,7,2,7,2,64,4,224,224,224,0,0.851584
2,1,16,7,8,8,7,224,224,224,0,0.87102
1,28,4,2,4,4,14,224,224,224,0,0.853911
3,28,1,28,1,4,16,224,224,224,0,0.871218
2,4,28,1,14,4,8,224,224,224,0,0.478624
1,1,1,112,112,2,2,224,224,224,0,0.871752
0,2,1,56,224,2,1,224,224,224,0,0.871268
0,28,1,2,28,4,8,224,224,224,0,0.871707
1,4,4,14,224,1,1,224,224,224,0,0.871986
2,2,98,1,64,1,4,224,224,224,0,0.871409
2,28,8,1,4,7,8,224,224,224,0,0.483165
1,1,8,7,56,1,16,224,224,224,0,0.481102
1,1,49,1,4,64,4,224,224,224,0,0.851605
1,2,16,7,2,8,14,224,224,224,0,0.768818
2,1,4,98,2,32,2,224,224,224,0,0.871023
1,4,28,1,16,14,2,224,224,224,0,0.871807
1,1,8,28,28,4,2,224,224,224,0,0.872117
0,1,2,112,1,56,4,224,224,224,0,0.871032
2,2,1,28,7,8,16,224,224,224,0,0.857189
1,1,49,2,32,8,2,224,224,224,0,0.476049
1,7,4,2,14,32,2,224,224,224,0,0.855772
2,7,1,7,1,16,64,224,224,224,0,0.483486
