Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
1,2,56,7,4,2,8,224,224,224,0,0.768907
2,16,2,7,2,28,4,224,224,224,0,0.871237
1,7,7,32,4,8,1,224,224,224,0,0.871021
1,7,2,8,7,8,8,224,224,224,0,0.8715
2,2,14,8,4,1,56,224,224,224,0,0.853244
2,8,14,1,28,4,4,224,224,224,0,0.871007
1,1,4,14,2,224,2,224,224,224,0,0.879515
1,7,4,8,4,2,28,224,224,224,0,0.870792
2,7,7,1,4,128,2,224,224,224,0,0.871534
2,49,2,8,2,16,2,224,224,224,0,0.871097
1,2,56,2,16,14,1,224,224,224,0,0.487664
2,1,32,7,28,8,1,224,224,224,0,0.871838
1,14,8,1,28,8,2,224,224,224,0,0.839397
1,28,1,56,1,4,8,224,224,224,0,0.871508
1,49,16,2,8,1,4,224,224,224,0,0.871263
2,7,16,2,16,7,2,224,224,224,0,0.871601
0,56,2,2,112,1,2,224,224,224,0,0.871935
2,1,49,8,4,4,8,224,224,224,0,0.871723
0,28,14,2,8,2,4,224,224,224,0,0.768322
2,7,4,56,2,8,2,224,224,224,0,0.871445
1,1,196,2,2,1,64,224,224,224,0,0.871894
2,1,56,7,16,8,1,224,224,224,0,0.871653
1,2,7,8,2,56,4,224,224,224,0,0.87147
1,1,392,2,64,1,1,224,224,224,0,0.871289
1,14,28,2,2,1,32,224,224,224,0,0.871392
2,28,7,8,16,2,1,224,224,224,0,0.487269
3,7,4,7,16,1,16,224,224,224,0,0.871641
1,8,196,1,1,8,4,224,224,224,0,0.833184
0,7,7,1,128,8,1,224,224,224,0,0.871734
2,4,2,7,1,896,1,224,224,224,0,0.871515
1,56,1,28,8,2,2,224,224,224,0,0.871118
2,2,4,28,1,56,4,224,224,224,0,0.871424
1,4,56,1,14,1,16,224,224,224,0,0.871711
1,1,16,7,32,2,7,224,224,224,0,0.871644
2,2,1,56,28,4,4,224,224,224,0,0.872037
1,1,1,392,4,8,4,224,224,224,0,0.871877
2,1,4,14,14,4,16,224,224,224,0,0.871358
2,4,98,1,4,32,1,224,224,224,0,0.879136
1,1,8,28,4,2,28,224,224,224,0,0.850423
1,7,7,1,4,256,1,224,224,224,0,0.871595
2,7,56,4,1,2,16,224,224,224,0,0.483068
2,56,14,1,8,2,4,224,224,224,0,0.871645
3,8,2,7,14,2,16,224,224,224,0,0.871827
2,2,14,8,2,7,16,224,224,224,0,0.871632
2,2,28,4,1,112,2,224,224,224,0,0.871729
1,2,14,2,224,1,4,224,224,224,0,0.871687
2,14,2,2,224,4,1,224,224,224,0,0.871932
1,8,28,1,7,32,1,224,224,224,0,0.485741
1,98,1,2,8,16,2,224,224,224,0,0.871539
2,4,28,2,7,2,16,224,224,224,0,0.472387
1,4,98,1,2,16,4,224,224,224,0,0.871711
2,2,8,7,8,7,8,224,224,224,0,0.871449
1,1,98,4,2,1,64,224,224,224,0,0.870967
0,784,2,1,1,16,2,224,224,224,0,0.871746
2,4,14,14,2,8,4,224,224,224,0,0.871771
1,1,14,56,8,1,8,224,224,224,0,0.872019
1,2,7,4,2,32,14,224,224,224,0,0.871086
2,1,14,28,2,4,16,224,224,224,0,0.871579
1,28,14,1,2,1,64,224,224,224,0,0.871674
2,1,2,784,16,2,1,224,224,224,0,0.871153
2,98,1,8,2,2,16,224,224,224,0,0.871043
3,1,7,8,64,1,14,224,224,224,0,0.871752
1,4,14,2,4,56,2,224,224,224,0,0.871844
0,2,49,1,16,32,1,224,224,224,0,0.871583
2,8,28,1,4,2,28,224,224,224,0,0.871796
1,4,14,2,7,32,2,224,224,224,0,0.871577
0,7,1,28,2,2,64,224,224,224,0,0.87161
1,28,4,14,1,2,16,224,224,224,0,0.871316
2,2,196,2,4,1,16,224,224,224,0,0.871362
1,28,4,2,2,7,16,224,224,224,0,0.871552
1,7,4,8,8,7,4,224,224,224,0,0.871847
2,2,8,98,1,32,1,224,224,224,0,0.871792
1,8,98,1,64,1,1,224,224,224,0,0.871196
3,4,98,1,4,8,4,224,224,224,0,0.871711
0,1,7,224,1,1,32,224,224,224,0,0.871569
2,1,2,56,1,14,32,224,224,224,0,0.871859
1,4,1,28,4,7,16,224,224,224,0,0.871506
1,1,98,1,16,32,1,224,224,224,0,0.871831
2,28,2,1,2,14,32,224,224,224,0,0.879636
3,1,2,56,16,14,2,224,224,224,0,0.485763
1,28,2,14,2,8,4,224,224,224,0,0.871907
2,196,1,2,2,16,4,224,224,224,0,0.871667
2,4,2,7,8,2,56,224,224,224,0,0.494391
1,1,1568,1,8,2,2,224,224,224,0,0.871894
1,14,2,4,8,4,14,224,224,224,0,0.879822
2,28,2,2,8,2,28,224,224,224,0,0.871927
2,7,28,2,2,8,8,224,224,224,0,0.488092
1,4,7,56,1,1,32,224,224,224,0,0.871886
2,7,2,112,2,16,1,224,224,224,0,0.871473
1,4,1,28,1,448,1,224,224,224,0,0.849764
1,7,16,7,4,8,2,224,224,224,0,0.871172
1,4,392,1,1,8,4,224,224,224,0,0.871761
2,1,4,14,128,7,1,224,224,224,0,0.871503
1,28,1,8,32,7,1,224,224,224,0,0.871528
1,1,49,1,1,64,16,224,224,224,0,0.870952
1,98,16,1,8,1,4,224,224,224,0,0.871645
2,1,224,7,4,4,2,224,224,224,0,0.871736
2,4,56,1,32,7,1,224,224,224,0,0.871404
2,1,1,196,1,4,64,224,224,224,0,0.871608
2,14,8,1,448,1,1,224,224,224,0,0.871627
3,28,4,2,7,16,2,224,224,224,0,0.87143
2,1,7,7,1,64,16,224,224,224,0,0.915623
1,49,4,8,1,2,16,224,224,224,0,0.871648
1,1,28,7,4,32,2,224,224,224,0,0.871853
2,8,1,196,2,2,8,224,224,224,0,0.871061
1,4,14,14,1,4,16,224,224,224,0,0.870723
2,8,49,1,4,4,8,224,224,224,0,0.871473
1,4,4,14,8,14,2,224,224,224,0,0.871675
1,2,14,4,7,32,2,224,224,224,0,0.481455
2,16,1,7,2,32,7,224,224,224,0,0.871588
1,14,14,1,1,16,16,224,224,224,0,0.871329
1,8,49,2,2,1,32,224,224,224,0,0.480744
1,7,2,14,1,256,1,224,224,224,0,0.871525
2,7,2,7,1,16,32,224,224,224,0,0.871688
1,196,4,1,64,1,1,224,224,224,0,0.872157
2,7,1,7,256,4,1,224,224,224,0,0.871605
3,7,2,16,56,4,1,224,224,224,0,0.871364
0,1,49,16,32,1,2,224,224,224,0,0.871974
2,1,7,32,1,8,28,224,224,224,0,0.479001
2,1,56,14,16,4,1,224,224,224,0,0.853172
1,7,1,224,4,1,8,224,224,224,0,0.871271
1,49,2,8,1,8,8,224,224,224,0,0.872108
1,7,1,16,8,4,14,224,224,224,0,0.843332
2,8,1,7,32,7,4,224,224,224,0,0.871986
1,1,14,56,16,1,4,224,224,224,0,0.871495
1,7,2,112,4,8,1,224,224,224,0,0.851533
2,56,14,1,1,16,4,224,224,224,0,0.871635
1,2,28,1,32,7,4,224,224,224,0,0.871509
1,1,49,4,1,32,8,224,224,224,0,0.871613
2,1,7,8,32,2,14,224,224,224,0,0.879919
1,49,2,8,32,1,2,224,224,224,0,0.871402
1,4,2,28,7,16,2,224,224,224,0,0.871698
2,8,1,7,4,56,4,224,224,224,0,0.871694
1,7,7,8,32,1,4,224,224,224,0,0.851427
1,14,1,14,128,1,2,224,224,224,0,0.87115
1,8,2,14,224,1,1,224,224,224,0,0.487674
2,1,28,8,7,1,32,224,224,224,0,0.871828
0,112,7,1,1,16,4,224,224,224,0,0.871472
1,2,8,49,32,2,1,224,224,224,0,0.852906
1,56,4,1,8,28,1,224,224,224,0,0.871756
2,98,4,4,1,2,16,224,224,224,0,0.871633
3,1,98,1,8,8,8,224,224,224,0,0.763941
0,7,16,14,32,1,1,224,224,224,0,0.871425
0,56,2,1,14,16,2,224,224,224,0,0.871605
2,1,2,112,4,2,28,224,224,224,0,0.871434
1,1,1,784,8,2,4,224,224,224,0,0.871776
2,112,14,1,1,4,8,224,224,224,0,0.871117
0,49,8,1,2,8,8,224,224,224,0,0.486347
0,784,1,1,2,8,4,224,224,224,0,0.879894
2,8,49,1,2,2,32,224,224,224,0,0.87183
1,4,98,2,4,1,16,224,224,224,0,0.871373
1,1,14,8,7,16,4,224,224,224,0,0.482162
2,2,14,28,1,32,2,224,224,224,0,0.871531
1,8,98,2,1,8,4,224,224,224,0,0.870889
1,28,2,2,32,7,2,224,224,224,0,0.871782
1,8,14,1,56,1,8,224,224,224,0,0.872103
2,2,1,98,8,8,4,224,224,224,0,0.871193
1,1,1,112,7,4,16,224,224,224,0,0.871775
1,2,98,4,4,1,16,224,224,224,0,0.871587
2,7,8,1,4,16,14,224,224,224,0,0.839143
2,4,98,1,4,1,32,224,224,224,0,0.871959
1,1,224,1,56,2,2,224,224,224,0,0.871275
2,1,196,2,16,2,4,224,224,224,0,0.871584
1,7,16,2,1,224,1,224,224,224,0,0.479993
2,1,28,14,8,1,16,224,224,224,0,0.871509
1,7,28,2,2,16,4,224,224,224,0,0.872241
1,14,14,8,8,1,4,224,224,224,0,0.870998
2,4,2,7,14,4,16,224,224,224,0,0.871108
1,112,1,2,2,14,8,224,224,224,0,0.87106
2,1,1,112,56,2,4,224,224,224,0,0.870986
1,196,2,2,2,8,4,224,224,224,0,0.489507
2,56,1,2,4,2,56,224,224,224,0,0.480867
1,1,2,56,16,7,4,224,224,224,0,0.8715
2,2,2,14,2,64,7,224,224,224,0,0.481125
1,1,2,196,16,2,4,224,224,224,0,0.871389
1,2,28,1,4,14,16,224,224,224,0,0.871534
2,7,2,8,4,56,2,224,224,224,0,0.871355
2,2,7,4,8,2,56,224,224,224,0,0.871742
1,56,1,1,2,14,32,224,224,224,0,0.871305
1,14,1,16,2,16,7,224,224,224,0,0.879006
1,784,1,1,4,8,2,224,224,224,0,0.487216
2,7,4,2,4,28,8,224,224,224,0,0.871143
2,7,2,56,1,8,8,224,224,224,0,0.871975
1,7,1,56,16,4,2,224,224,224,0,0.851736
1,8,1,7,224,1,4,224,224,224,0,0.853153
2,7,1,7,128,2,4,224,224,224,0,0.834789
1,2,196,1,1,64,2,224,224,224,0,0.870976
2,4,1,56,14,1,16,224,224,224,0,0.871838
2,1,32,7,4,14,4,224,224,224,0,0.871939
1,14,16,1,1,14,16,224,224,224,0,0.83942
1,98,1,4,4,4,8,224,224,224,0,0.871744
2,4,4,7,8,28,2,224,224,224,0,0.87102
1,56,2,2,112,1,2,224,224,224,0,0.871627
2,1,49,4,4,32,2,224,224,224,0,0.871715
1,2,4,7,112,4,2,224,224,224,0,0.767192
1,56,1,2,8,8,7,224,224,224,0,0.871267
2,28,7,1,1,8,32,224,224,224,0,0.762044
1,16,7,1,14,4,8,224,224,224,0,0.382299
0,8,2,49,16,2,2,224,224,224,0,0.811198
2,49,4,1,4,64,1,224,224,224,0,0.386973
1,16,7,1,1,14,32,224,224,224,0,0.87986
1,7,8,7,1,128,1,224,224,224,0,0.77101
1,4,56,1,8,7,4,224,224,224,0,0.853318
2,1,98,2,64,1,4,224,224,224,0,0.871277
1,28,1,28,4,16,1,224,224,224,0,0.839891
1,2,7,4,2,448,1,224,224,224,0,0.871587
2,7,2,4,2,224,2,224,224,224,0,0.852993
0,7,16,1,1,14,32,224,224,224,0,0.871722
2,56,1,2,4,56,2,224,224,224,0,0.853942
0,7,14,1,16,2,16,224,224,224,0,0.810581
2,16,1,7,1,32,14,224,224,224,0,0.871004
1,1,16,14,14,8,2,224,224,224,0,0.388743
0,1,7,8,7,128,1,224,224,224,0,0.853813
1,49,4,2,32,4,1,224,224,224,0,0.871579
2,2,2,56,112,1,2,224,224,224,0,0.853873
1,1,49,4,64,4,1,224,224,224,0,0.871712
1,7,1,14,8,1,64,224,224,224,0,0.871647
2,1,28,8,28,2,4,224,224,224,0,0.839096
1,2,1,98,1,128,2,224,224,224,0,0.479156
1,1,98,2,1,128,2,224,224,224,0,0.871706
1,1,7,7,4,256,1,224,224,224,0,0.871298
2,7,2,8,4,2,56,224,224,224,0,0.852615
1,2,196,2,1,1,64,224,224,224,0,0.872173
1,4,98,2,1,2,32,224,224,224,0,0.853351
2,7,16,7,16,2,2,224,224,224,0,0.871014
1,1,8,49,8,8,2,224,224,224,0,0.872056
1,2,8,7,7,32,2,224,224,224,0,0.853031
2,28,28,2,2,2,8,224,224,224,0,0.839315
1,392,2,1,2,32,1,224,224,224,0,0.853285
3,1,392,1,1,32,4,224,224,224,0,0.811504
3,8,2,14,28,2,4,224,224,224,0,0.833456
2,392,2,1,4,1,16,224,224,224,0,0.469561
1,56,1,2,1,64,7,224,224,224,0,0.853089
0,28,14,2,4,4,4,224,224,224,0,0.871739
1,4,1,49,1,16,16,224,224,224,0,0.857399
2,4,8,7,4,56,1,224,224,224,0,0.850972
0,98,2,4,16,2,2,224,224,224,0,0.871901
1,49,2,4,1,128,1,224,224,224,0,0.871442
3,28,4,14,1,16,2,224,224,224,0,0.871349
2,8,28,1,2,56,2,224,224,224,0,0.871621
1,2,7,16,1,224,1,224,224,224,0,0.871834
2,1,8,14,4,7,16,224,224,224,0,0.853378
3,98,1,1,64,8,1,224,224,224,0,0.852729
2,1,392,4,1,4,8,224,224,224,0,0.871725
0,1,4,28,1,448,1,224,224,224,0,0.870815
2,2,1,49,32,8,2,224,224,224,0,0.871911
1,7,1,8,2,14,32,224,224,224,0,0.870996
2,8,28,1,1,4,56,224,224,224,0,0.839728
1,1,4,98,2,2,32,224,224,224,0,0.87114
1,14,2,7,256,1,1,224,224,224,0,0.771728
1,4,1,56,1,16,14,224,224,224,0,0.871875
2,7,16,1,14,4,8,224,224,224,0,0.853652
1,16,7,1,16,4,7,224,224,224,0,0.810854
3,49,2,8,2,32,1,224,224,224,0,0.853839
2,2,1,56,16,1,28,224,224,224,0,0.850605
2,7,16,2,1,7,32,224,224,224,0,0.871384
0,7,4,7,64,1,4,224,224,224,0,0.87105
1,7,4,8,56,2,2,224,224,224,0,0.382946
1,14,2,4,28,4,4,224,224,224,0,0.871874
2,1,28,56,1,32,1,224,224,224,0,0.871668
1,14,2,4,1,8,56,224,224,224,0,0.871377
3,98,1,2,4,16,4,224,224,224,0,0.871752
1,16,7,2,28,2,4,224,224,224,0,0.852657
2,1,7,7,2,512,1,224,224,224,0,0.853243
2,4,2,7,1,28,32,224,224,224,0,0.810298
0,1,112,7,2,16,2,224,224,224,0,0.853138
3,98,8,1,16,4,1,224,224,224,0,0.871378
2,1,49,8,4,16,2,224,224,224,0,0.872082
0,16,2,7,16,14,1,224,224,224,0,0.870993
0,4,7,8,1,4,56,224,224,224,0,0.87158
0,2,2,56,8,1,28,224,224,224,0,0.871857
2,1,2,112,4,4,14,224,224,224,0,0.871742
0,2,16,7,1,7,32,224,224,224,0,0.872074
1,2,49,2,8,16,2,224,224,224,0,0.871864
1,1,7,16,16,4,7,224,224,224,0,0.474147
2,1,196,4,2,2,16,224,224,224,0,0.871356
3,7,4,7,1,256,1,224,224,224,0,0.871404
1,7,2,16,16,7,2,224,224,224,0,0.871617
2,56,2,7,1,32,2,224,224,224,0,0.879885
2,56,4,7,4,2,4,224,224,224,0,0.871613
3,7,7,8,16,4,2,224,224,224,0,0.871714
0,56,2,14,2,16,1,224,224,224,0,0.915532
2,28,8,1,1,7,32,224,224,224,0,0.871665
3,1,196,2,32,4,1,224,224,224,0,0.871593
1,8,2,7,2,28,8,224,224,224,0,0.872605
3,8,98,2,1,4,8,224,224,224,0,0.871591
2,2,7,28,1,32,4,224,224,224,0,0.871563
2,8,1,7,14,1,64,224,224,224,0,0.477567
1,8,1,98,2,4,8,224,224,224,0,0.871415
0,2,56,1,4,4,28,224,224,224,0,0.48543
3,1,2,28,64,14,1,224,224,224,0,0.871736
2,7,7,2,8,1,64,224,224,224,0,0.871951
0,56,2,2,1,56,4,224,224,224,0,0.871959
0,7,4,7,8,8,4,224,224,224,0,0.479126
2,98,2,2,1,32,4,224,224,224,0,0.850729
2,1,2,112,224,1,1,224,224,224,0,0.871222
0,8,7,2,4,16,7,224,224,224,0,0.871282
0,1,4,56,1,28,8,224,224,224,0,0.870603
2,8,28,1,112,2,1,224,224,224,0,0.491076
0,112,2,1,16,7,2,224,224,224,0,0.879231
1,28,2,7,8,8,2,224,224,224,0,0.871878
1,4,49,1,256,1,1,224,224,224,0,0.871303
2,2,8,14,16,7,2,224,224,224,0,0.487411
2,56,1,28,16,2,1,224,224,224,0,0.87132
2,28,2,2,32,1,14,224,224,224,0,0.871028
0,7,7,4,1,128,2,224,224,224,0,0.871349
2,8,2,7,14,2,16,224,224,224,0,0.871395
3,56,7,1,1,32,4,224,224,224,0,0.871378
1,112,7,2,1,16,2,224,224,224,0,0.871624
3,7,32,7,4,1,8,224,224,224,0,0.871281
1,2,4,28,16,7,2,224,224,224,0,0.486485
1,1,32,7,14,4,4,224,224,224,0,0.477505
0,2,98,2,2,32,2,224,224,224,0,0.871518
2,1,8,49,1,4,32,224,224,224,0,0.871775
0,1,2,196,2,16,4,224,224,224,0,0.491464
2,1,28,7,2,8,16,224,224,224,0,0.871575
2,28,1,7,64,2,2,224,224,224,0,0.879303
1,2,7,4,16,8,7,224,224,224,0,0.871638
1,56,1,4,1,112,2,224,224,224,0,0.871545
0,1,16,98,1,8,4,224,224,224,0,0.871038
0,4,4,7,4,7,16,224,224,224,0,0.915786
2,2,7,4,112,1,8,224,224,224,0,0.871238
1,2,1,98,8,32,1,224,224,224,0,0.870655
1,196,2,2,2,4,8,224,224,224,0,0.870947
1,14,8,1,4,7,16,224,224,224,0,0.87188
2,1,14,14,4,64,1,224,224,224,0,0.871732
3,1,1,196,4,8,8,224,224,224,0,0.871345
0,49,1,1,128,2,4,224,224,224,0,0.87149
3,392,1,2,8,8,1,224,224,224,0,0.871114
2,8,2,14,1,112,2,224,224,224,0,0.853503
0,2,2,14,112,1,8,224,224,224,0,0.871836
1,7,1,56,128,1,1,224,224,224,0,0.870772
1,2,4,7,56,2,8,224,224,224,0,0.871904
2,2,98,4,2,16,2,224,224,224,0,0.871456
1,14,2,28,4,1,16,224,224,224,0,0.871897
1,7,28,1,128,2,1,224,224,224,0,0.871479
2,1,1,98,64,4,2,224,224,224,0,0.871623
0,7,4,4,16,2,14,224,224,224,0,0.879762
1,4,7,2,16,28,2,224,224,224,0,0.871352
0,14,1,8,2,4,56,224,224,224,0,0.87104
2,4,49,2,4,16,2,224,224,224,0,0.871251
1,1,14,8,8,2,28,224,224,224,0,0.871814
2,2,1,56,2,7,32,224,224,224,0,0.871499
1,32,1,49,2,2,8,224,224,224,0,0.871473
2,2,56,2,1,8,28,224,224,224,0,0.871862
1,7,2,4,28,8,4,224,224,224,0,0.871751
2,28,2,28,1,8,4,224,224,224,0,0.871722
3,2,2,14,112,8,1,224,224,224,0,0.872023
1,56,1,1,1,64,14,224,224,224,0,0.871531
2,1,28,7,32,2,4,224,224,224,0,0.871348
2,14,4,1,7,64,2,224,224,224,0,0.871731
1,56,14,2,2,4,4,224,224,224,0,0.879274
1,2,14,4,16,4,7,224,224,224,0,0.871232
3,49,8,4,1,16,2,224,224,224,0,0.8719
2,56,2,2,14,1,16,224,224,224,0,0.483485
1,14,4,28,32,1,1,224,224,224,0,0.871309
2,28,2,2,1,224,2,224,224,224,0,0.871755
0,49,2,2,2,32,4,224,224,224,0,0.871958
2,4,28,2,16,14,1,224,224,224,0,0.872007
1,4,2,49,8,1,16,224,224,224,0,0.871309
1,49,2,8,8,2,4,224,224,224,0,0.87198
1,7,1,112,4,2,8,224,224,224,0,0.839608
2,14,14,4,8,2,4,224,224,224,0,0.872128
1,16,1,14,1,14,16,224,224,224,0,0.871811
1,2,1,112,16,2,7,224,224,224,0,0.879393
2,14,4,2,32,2,7,224,224,224,0,0.871388
1,1,14,112,2,1,16,224,224,224,0,0.871464
1,1,28,4,14,32,1,224,224,224,0,0.871613
2,1,4,14,4,28,8,224,224,224,0,0.871777
2,4,28,2,14,1,16,224,224,224,0,0.871892
0,1,2,28,7,64,2,224,224,224,0,0.872008
1,1,1,112,2,4,56,224,224,224,0,0.871413
2,4,7,7,4,32,2,224,224,224,0,0.871508
0,2,7,28,2,1,64,224,224,224,0,0.870745
3,2,14,2,4,32,7,224,224,224,0,0.491727
2,16,2,7,2,8,14,224,224,224,0,0.871973
1,1,4,14,8,2,56,224,224,224,0,0.871557
3,2,49,1,1,512,1,224,224,224,0,0.871506
2,2,7,8,7,1,64,224,224,224,0,0.871833
1,28,14,4,1,2,16,224,224,224,0,0.871885
1,1,8,14,4,112,1,224,224,224,0,0.47185
1,1,14,16,4,56,1,224,224,224,0,0.850967
2,14,8,7,4,2,8,224,224,224,0,0.871574
1,7,7,2,2,4,64,224,224,224,0,0.87182
1,4,28,1,8,2,28,224,224,224,0,0.485822
2,1,8,7,16,14,4,224,224,224,0,0.871582
1,14,1,16,14,4,4,224,224,224,0,0.871558
2,4,14,7,8,2,8,224,224,224,0,0.871476
2,2,14,8,32,7,1,224,224,224,0,0.871336
2,4,28,2,8,1,28,224,224,224,0,0.87182
2,56,4,7,32,1,1,224,224,224,0,0.871064
2,1,49,2,4,8,16,224,224,224,0,0.870757
1,56,2,14,2,8,2,224,224,224,0,0.853024
2,112,1,2,14,2,8,224,224,224,0,0.870692
1,1,2,28,4,14,16,224,224,224,0,0.839418
3,49,32,1,4,1,8,224,224,224,0,0.87097
0,14,16,1,112,1,2,224,224,224,0,0.87181
2,32,7,7,1,8,4,224,224,224,0,0.853846
1,2,56,1,7,32,2,224,224,224,0,0.871328
1,4,1,28,1,112,4,224,224,224,0,0.485175
2,14,7,1,32,8,2,224,224,224,0,0.476956
1,7,8,1,112,4,2,224,224,224,0,0.76955
1,4,1,49,1,128,2,224,224,224,0,0.871405
2,7,8,4,2,14,8,224,224,224,0,0.871911
1,392,1,1,8,16,1,224,224,224,0,0.871859
1,2,49,1,64,8,1,224,224,224,0,0.871152
2,98,1,8,4,1,16,224,224,224,0,0.871781
1,28,1,8,56,4,1,224,224,224,0,0.811072
1,7,7,1,1,64,16,224,224,224,0,0.871877
1,2,4,14,4,7,16,224,224,224,0,0.849218
1,7,8,4,8,28,1,224,224,224,0,0.827856
1,28,1,7,1,32,8,224,224,224,0,0.489182
1,1,7,8,7,16,8,224,224,224,0,0.871662
1,1,392,2,1,64,1,224,224,224,0,0.871434
1,196,2,1,8,4,4,224,224,224,0,0.871088
1,1,28,56,2,16,1,224,224,224,0,0.871507
1,14,1,56,2,32,1,224,224,224,0,0.852799
1,7,28,4,1,2,32,224,224,224,0,0.87946
1,14,4,14,2,2,16,224,224,224,0,0.834429
1,7,2,4,16,2,28,224,224,224,0,0.871537
1,14,7,16,1,32,1,224,224,224,0,0.871809
1,1,2,56,8,56,1,224,224,224,0,0.8711
2,7,7,1,1,64,16,224,224,224,0,0.871717
1,2,112,1,7,32,1,224,224,224,0,0.870655
1,28,28,1,64,1,1,224,224,224,0,0.871716
1,1,7,16,1,28,16,224,224,224,0,0.377859
1,1,56,4,4,14,4,224,224,224,0,0.879306
1,4,2,196,1,1,32,224,224,224,0,0.870816
0,1,7,56,1,8,16,224,224,224,0,0.870949
1,4,49,4,16,4,1,224,224,224,0,0.871525
1,56,14,1,2,4,8,224,224,224,0,0.854
1,2,14,28,32,1,2,224,224,224,0,0.853675
1,4,1,49,4,4,16,224,224,224,0,0.871451
1,1,14,4,2,14,32,224,224,224,0,0.489021
1,7,16,14,8,4,1,224,224,224,0,0.854361
1,14,56,1,8,8,1,224,224,224,0,0.81124
2,1,28,4,4,112,1,224,224,224,0,0.871884
1,8,14,7,2,16,2,224,224,224,0,0.871154
1,4,98,1,8,8,2,224,224,224,0,0.871684
0,8,2,7,8,7,8,224,224,224,0,0.871314
1,2,49,1,4,128,1,224,224,224,0,0.8281
1,2,7,4,4,16,14,224,224,224,0,0.852523
1,8,2,14,56,2,2,224,224,224,0,0.871471
1,7,2,14,1,64,4,224,224,224,0,0.851048
1,1,49,8,128,1,1,224,224,224,0,0.853422
1,28,4,2,8,4,7,224,224,224,0,0.834277
1,2,28,2,224,2,1,224,224,224,0,0.871468
1,8,2,98,2,1,16,224,224,224,0,0.871426
1,14,2,8,16,1,14,224,224,224,0,0.839955
1,56,2,1,16,28,1,224,224,224,0,0.853074
1,1,196,8,4,1,8,224,224,224,0,0.767221
1,14,2,7,16,8,2,224,224,224,0,0.871697
1,56,1,4,1,16,14,224,224,224,0,0.469444
1,2,7,4,7,32,4,224,224,224,0,0.85334
1,56,7,1,64,1,2,224,224,224,0,0.870517
1,2,4,7,16,14,4,224,224,224,0,0.872051
1,1,4,28,8,28,2,224,224,224,0,0.871906
1,49,4,4,1,4,16,224,224,224,0,0.871091
1,4,8,7,8,28,1,224,224,224,0,0.87103
1,196,4,2,4,1,8,224,224,224,0,0.853803
0,7,7,1,1,64,16,224,224,224,0,0.853876
1,1,56,1,14,8,8,224,224,224,0,0.871451
0,224,1,1,56,2,2,224,224,224,0,0.871317
1,1568,1,1,1,1,32,224,224,224,0,0.853796
1,2,1,392,4,2,8,224,224,224,0,0.871404
1,28,7,8,4,1,8,224,224,224,0,0.487617
1,7,112,1,1,2,32,224,224,224,0,0.853345
2,4,4,14,14,16,1,224,224,224,0,0.853308
1,14,4,1,14,2,32,224,224,224,0,0.871528
1,1,28,7,128,1,2,224,224,224,0,0.834659
1,7,16,2,56,1,4,224,224,224,0,0.871641
1,7,4,14,32,4,1,224,224,224,0,0.870993
1,8,7,1,28,1,32,224,224,224,0,0.852474
1,7,1,7,8,32,4,224,224,224,0,0.871052
1,56,1,2,56,2,4,224,224,224,0,0.839783
1,56,2,1,28,8,2,224,224,224,0,0.871574
1,1,4,14,16,28,2,224,224,224,0,0.469615
1,2,98,4,1,8,8,224,224,224,0,0.871857
1,1,14,8,8,7,8,224,224,224,0,0.839243
1,8,7,2,112,1,4,224,224,224,0,0.481129
1,98,16,1,1,2,16,224,224,224,0,0.46989
1,98,1,2,128,2,1,224,224,224,0,0.853005
1,8,4,7,2,14,8,224,224,224,0,0.871591
1,2,14,2,2,8,56,224,224,224,0,0.386865
1,8,7,4,7,32,1,224,224,224,0,0.870992
1,1,14,4,7,32,4,224,224,224,0,0.871334
0,2,14,2,1,224,4,224,224,224,0,0.915552
1,7,1,224,1,4,8,224,224,224,0,0.810751
1,4,1,392,2,16,1,224,224,224,0,0.871497
1,1,112,1,7,2,32,224,224,224,0,0.870993
1,1,28,2,1,128,7,224,224,224,0,0.871606
1,1,4,56,4,7,8,224,224,224,0,0.469679
1,8,1,14,8,8,7,224,224,224,0,0.483197
2,392,4,1,4,8,1,224,224,224,0,0.854062
1,1,28,14,1,16,8,224,224,224,0,0.467905
1,8,7,7,8,1,16,224,224,224,0,0.871258
2,56,2,7,8,1,8,224,224,224,0,0.852742
1,7,16,2,224,1,1,224,224,224,0,0.871279
2,56,7,4,8,2,2,224,224,224,0,0.872091
1,2,28,4,4,14,4,224,224,224,0,0.857331
2,2,49,1,128,4,1,224,224,224,0,0.481161
2,2,49,4,1,8,16,224,224,224,0,0.871194
1,7,32,1,4,7,8,224,224,224,0,0.871686
1,8,7,4,2,2,56,224,224,224,0,0.871514
2,28,8,1,1,32,7,224,224,224,0,0.853587
2,1,7,16,2,16,14,224,224,224,0,0.878869
0,98,8,1,1,1,64,224,224,224,0,0.87126
2,196,1,8,4,2,4,224,224,224,0,0.871623
1,2,8,7,56,4,2,224,224,224,0,0.87138
3,7,7,1,1,64,16,224,224,224,0,0.871423
1,56,1,28,4,1,8,224,224,224,0,0.871613
2,2,2,14,16,7,8,224,224,224,0,0.854229
1,2,7,8,1,32,14,224,224,224,0,0.871735
1,2,49,4,16,2,4,224,224,224,0,0.384789
1,49,4,4,32,2,1,224,224,224,0,0.871507
1,28,2,4,14,16,1,224,224,224,0,0.879715
