Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
2,10,80,1,32,2,2,320,320,320,0,0.924426
1,40,4,4,40,2,2,320,320,320,0,0.488924
2,8,1,80,4,10,4,320,320,320,0,0.949385
0,2,1,160,5,16,4,320,320,320,0,0.907546
2,10,2,10,128,4,1,320,320,320,0,0.984534
1,16,4,2,10,4,20,320,320,320,0,0.932742
3,2,10,8,4,10,16,320,320,320,0,0.763241
0,1,20,20,16,4,4,320,320,320,0,0.926119
0,4,1,100,8,4,8,320,320,320,0,0.899194
2,8,8,10,2,80,1,320,320,320,0,0.844347
3,1,100,4,4,64,1,320,320,320,0,0.89383
2,5,4,16,5,64,1,320,320,320,0,0.898165
0,16,8,1,80,2,5,320,320,320,0,0.835112
0,1,2,64,2,8,50,320,320,320,0,0.9849
3,8,4,10,10,16,2,320,320,320,0,0.900744
3,1,2,80,8,8,10,320,320,320,0,0.907849
3,10,4,4,8,4,20,320,320,320,0,0.492248
2,10,1,40,1,64,4,320,320,320,0,0.489548
0,1,20,80,2,8,4,320,320,320,0,0.733148
1,2,50,8,128,1,1,320,320,320,0,0.939224
1,4,8,5,32,10,2,320,320,320,0,0.950628
1,1,200,2,1,32,8,320,320,320,0,0.958029
1,5,1,32,64,5,2,320,320,320,0,0.963864
0,80,2,2,8,8,5,320,320,320,0,0.490627
1,8,16,25,1,4,8,320,320,320,0,0.49013
2,50,1,2,16,16,4,320,320,320,0,0.899985
0,128,1,1,80,2,5,320,320,320,0,0.931735
1,32,2,10,2,80,1,320,320,320,0,0.951107
1,1,25,4,128,2,4,320,320,320,0,0.95249
1,1,20,16,8,4,10,320,320,320,0,0.896707
1,4,16,2,8,10,10,320,320,320,0,0.919674
1,40,2,8,10,1,16,320,320,320,0,0.96077
3,4,8,4,25,32,1,320,320,320,0,0.910271
3,1,64,5,20,1,16,320,320,320,0,0.901363
1,1,2,64,5,20,8,320,320,320,0,0.913174
1,2,5,32,5,64,1,320,320,320,0,0.882612
1,10,1,16,320,1,2,320,320,320,0,0.9095
1,20,4,2,32,10,2,320,320,320,0,0.922999
1,8,2,50,1,4,32,320,320,320,0,0.730052
1,32,1,4,25,4,8,320,320,320,0,0.942267
1,10,4,20,1,8,16,320,320,320,0,0.388877
1,2,1,50,256,1,4,320,320,320,0,0.842461
1,40,5,8,16,2,2,320,320,320,0,0.925013
1,2,4,16,50,8,2,320,320,320,0,0.898944
2,4,8,20,5,8,4,320,320,320,0,0.894096
2,1,2,80,32,4,5,320,320,320,0,0.904715
3,16,1,25,8,8,4,320,320,320,0,0.763234
3,1,1,1600,2,1,32,320,320,320,0,0.775071
1,4,80,1,32,2,5,320,320,320,0,0.909258
1,2,4,20,640,1,1,320,320,320,0,0.763338
1,50,16,4,32,1,1,320,320,320,0,0.900164
2,5,2,10,2,512,1,320,320,320,0,0.900255
1,32,2,25,4,16,1,320,320,320,0,0.763278
1,4,2,16,8,25,4,320,320,320,0,0.909124
2,5,32,5,2,4,16,320,320,320,0,0.980662
1,10,4,16,8,4,5,320,320,320,0,0.938126
1,2,80,20,2,2,8,320,320,320,0,0.9479
2,5,20,32,1,8,4,320,320,320,0,0.965323
1,1,80,2,640,1,1,320,320,320,0,0.900345
1,4,5,8,8,80,1,320,320,320,0,0.873708
1,8,1,40,2,40,4,320,320,320,0,0.873471
1,1,4,32,200,1,4,320,320,320,0,0.896439
1,32,1,5,128,5,1,320,320,320,0,0.46571
1,32,2,5,2,160,1,320,320,320,0,0.9129
1,32,2,2,25,2,16,320,320,320,0,0.955645
0,20,5,8,1,128,1,320,320,320,0,0.930328
0,8,25,8,1,16,4,320,320,320,0,0.925131
1,1,2,320,20,1,8,320,320,320,0,0.896187
1,20,5,32,16,2,1,320,320,320,0,0.925321
1,16,5,2,160,1,4,320,320,320,0,0.824144
1,32,2,10,16,10,1,320,320,320,0,0.77462
1,1,25,8,1,512,1,320,320,320,0,0.913593
1,2,16,5,20,4,8,320,320,320,0,0.898273
0,40,8,2,4,8,5,320,320,320,0,0.934801
2,10,1,16,32,4,5,320,320,320,0,0.763285
1,8,16,25,2,16,1,320,320,320,0,0.857033
0,50,32,1,8,1,8,320,320,320,0,0.913762
1,10,16,5,16,8,1,320,320,320,0,0.897136
1,5,8,8,2,4,40,320,320,320,0,0.897763
1,16,5,4,1,20,16,320,320,320,0,0.913572
1,1,40,8,8,2,20,320,320,320,0,0.491635
0,160,2,1,40,1,8,320,320,320,0,0.978034
1,1,80,20,4,8,2,320,320,320,0,0.90783
1,5,16,2,10,1,64,320,320,320,0,0.48802
1,16,10,4,40,2,2,320,320,320,0,0.958049
1,16,5,5,1,4,64,320,320,320,0,0.960091
2,5,8,80,2,8,2,320,320,320,0,0.902325
1,10,16,2,8,2,20,320,320,320,0,0.492076
3,40,2,4,4,2,40,320,320,320,0,0.947318
0,1,128,5,16,5,2,320,320,320,0,0.821966
1,4,80,1,32,1,10,320,320,320,0,0.973511
2,2,5,20,2,16,16,320,320,320,0,0.901236
0,160,2,1,80,4,1,320,320,320,0,0.961227
2,128,1,1,16,50,1,320,320,320,0,0.839843
1,25,1,4,32,32,1,320,320,320,0,0.914384
1,5,160,1,4,32,1,320,320,320,0,0.763421
1,2,1,64,20,8,5,320,320,320,0,0.879212
1,5,128,5,32,1,1,320,320,320,0,0.777142
3,80,5,4,4,1,16,320,320,320,0,0.943012
1,5,32,1,4,40,4,320,320,320,0,0.913895
0,16,4,10,10,16,1,320,320,320,0,0.948763
1,32,2,2,80,1,10,320,320,320,0,0.906982
1,8,4,5,320,2,1,320,320,320,0,0.892916
1,100,1,2,512,1,1,320,320,320,0,0.897761
1,1,2,100,64,2,4,320,320,320,0,0.853653
1,20,16,1,1,20,16,320,320,320,0,0.936239
3,10,8,2,320,1,2,320,320,320,0,0.957103
2,4,4,20,10,1,32,320,320,320,0,0.763519
1,128,1,25,32,1,1,320,320,320,0,0.897405
1,1,50,64,4,2,4,320,320,320,0,0.910049
1,10,2,40,32,4,1,320,320,320,0,0.947224
1,2,1,80,4,80,2,320,320,320,0,0.899609
1,8,1,40,16,10,2,320,320,320,0,0.892896
1,40,4,2,2,4,40,320,320,320,0,0.493239
1,1,1,1600,4,4,4,320,320,320,0,0.87889
1,25,16,4,2,8,4,320,320,320,0,0.921544
1,2,64,5,8,5,4,320,320,320,0,0.7633
1,25,4,4,128,2,1,320,320,320,0,0.975335
1,1,640,5,1,8,4,320,320,320,0,0.890995
1,2,25,32,4,16,1,320,320,320,0,0.899871
1,16,40,5,4,1,8,320,320,320,0,0.936721
1,10,8,5,1,16,16,320,320,320,0,0.906114
1,20,4,8,1,20,8,320,320,320,0,0.846954
1,4,1,25,512,2,1,320,320,320,0,0.986604
1,4,50,4,8,16,1,320,320,320,0,0.926385
1,4,32,1,16,2,25,320,320,320,0,0.763091
1,5,2,16,5,8,16,320,320,320,0,0.95264
1,8,10,8,20,1,8,320,320,320,0,0.91904
0,8,10,10,8,2,8,320,320,320,0,0.98648
0,1,5,20,1,32,32,320,320,320,0,0.488857
1,5,1,128,5,16,2,320,320,320,0,0.984992
0,8,4,10,8,1,40,320,320,320,0,0.491588
1,20,5,2,4,4,32,320,320,320,0,0.986433
1,4,10,16,5,2,16,320,320,320,0,0.937478
1,5,16,4,1,80,4,320,320,320,0,0.493287
1,1600,1,2,4,4,2,320,320,320,0,0.763369
1,50,1,64,2,4,4,320,320,320,0,0.488569
3,1,8,16,100,4,2,320,320,320,0,0.896608
2,5,320,2,2,2,8,320,320,320,0,0.927672
1,10,2,80,4,8,2,320,320,320,0,0.908314
1,80,5,1,128,1,2,320,320,320,0,0.935265
1,4,100,1,32,2,4,320,320,320,0,0.953797
1,25,32,1,8,8,2,320,320,320,0,0.763293
2,4,400,1,1,4,16,320,320,320,0,0.898864
1,2,1,1600,1,32,1,320,320,320,0,0.973231
1,1,640,5,2,1,16,320,320,320,0,0.900387
1,16,10,4,4,5,8,320,320,320,0,0.925622
1,20,8,10,4,4,4,320,320,320,0,0.96551
1,4,8,25,2,1,64,320,320,320,0,0.904476
1,50,4,2,8,2,16,320,320,320,0,0.89915
1,10,4,16,8,2,10,320,320,320,0,0.937023
1,4,160,1,1,8,20,320,320,320,0,0.90216
1,2,100,2,64,1,4,320,320,320,0,0.763537
1,1,8,80,2,80,1,320,320,320,0,0.897821
1,32,10,2,4,8,5,320,320,320,0,0.899556
1,5,8,4,2,32,10,320,320,320,0,0.94041
0,10,10,2,2,16,16,320,320,320,0,0.487912
1,10,16,2,5,32,2,320,320,320,0,0.9129
1,4,20,4,5,16,4,320,320,320,0,0.973576
3,4,4,8,1,100,8,320,320,320,0,0.913703
1,10,1,160,4,2,8,320,320,320,0,0.913704
2,4,40,10,16,2,2,320,320,320,0,0.490135
2,4,10,4,32,1,20,320,320,320,0,0.939019
0,4,800,1,8,2,2,320,320,320,0,0.933075
0,8,2,50,4,1,32,320,320,320,0,0.8955
1,4,8,5,8,80,1,320,320,320,0,0.944617
1,32,1,20,4,40,1,320,320,320,0,0.925599
1,20,4,8,1,10,16,320,320,320,0,0.946371
1,8,2,10,160,2,2,320,320,320,0,0.929927
1,32,2,2,2,50,8,320,320,320,0,0.899483
0,8,5,40,1,2,32,320,320,320,0,0.965491
1,10,16,2,2,32,5,320,320,320,0,0.763271
2,32,2,5,16,5,4,320,320,320,0,0.92545
1,32,4,1,25,8,4,320,320,320,0,0.851245
1,40,1,16,2,10,8,320,320,320,0,0.985779
1,1,80,8,1,32,5,320,320,320,0,0.895364
1,16,4,2,5,160,1,320,320,320,0,0.943429
1,10,4,4,1,10,64,320,320,320,0,0.94448
1,1,32,10,1,20,16,320,320,320,0,0.896403
1,10,20,1,256,1,2,320,320,320,0,0.909655
1,4,50,2,32,8,1,320,320,320,0,0.964385
1,200,2,2,8,8,2,320,320,320,0,0.908888
1,5,2,10,2,512,1,320,320,320,0,0.914345
1,10,64,1,10,16,1,320,320,320,0,0.94463
3,10,1,32,5,32,2,320,320,320,0,0.909367
2,16,5,2,5,8,16,320,320,320,0,0.89673
3,20,8,2,1,10,32,320,320,320,0,0.855855
2,5,80,1,2,8,16,320,320,320,0,0.930724
1,5,1,128,16,1,10,320,320,320,0,0.984752
3,5,128,5,1,16,2,320,320,320,0,0.912702
1,80,1,2,32,5,4,320,320,320,0,0.915309
1,1,50,16,8,16,1,320,320,320,0,0.841768
1,10,40,4,64,1,1,320,320,320,0,0.951966
1,2,8,10,40,8,2,320,320,320,0,0.894664
1,16,5,8,8,10,2,320,320,320,0,0.966393
1,1,10,16,4,20,8,320,320,320,0,0.943112
0,8,8,10,20,2,4,320,320,320,0,0.959487
0,16,10,10,8,4,2,320,320,320,0,0.489973
1,20,2,4,5,128,1,320,320,320,0,0.906661
1,8,40,2,16,1,10,320,320,320,0,0.953312
1,25,16,2,4,1,32,320,320,320,0,0.763582
1,2,4,16,20,4,10,320,320,320,0,0.975178
3,20,4,2,20,16,2,320,320,320,0,0.945427
2,2,50,4,4,2,32,320,320,320,0,0.490176
1,2,80,1,5,8,16,320,320,320,0,0.897697
1,10,4,16,5,8,4,320,320,320,0,0.929287
1,8,4,20,40,4,1,320,320,320,0,0.975975
1,5,2,32,2,160,1,320,320,320,0,0.489509
1,2,10,160,1,4,8,320,320,320,0,0.955002
1,4,25,1,1,512,2,320,320,320,0,0.939155
1,5,2,32,1,10,32,320,320,320,0,0.912586
1,4,8,100,16,1,2,320,320,320,0,0.953064
1,5,16,5,1,32,8,320,320,320,0,0.97643
1,20,1,20,8,4,8,320,320,320,0,0.970144
1,160,2,2,8,2,10,320,320,320,0,0.897971
1,20,20,8,8,2,2,320,320,320,0,0.896339
1,25,1,32,8,4,4,320,320,320,0,0.91372
0,8,20,4,5,2,16,320,320,320,0,0.763345
1,4,100,1,1,64,4,320,320,320,0,0.913139
1,2,80,4,5,8,4,320,320,320,0,0.897507
1,50,8,1,128,2,1,320,320,320,0,0.949239
0,20,8,2,2,80,2,320,320,320,0,0.953982
1,8,20,2,10,32,1,320,320,320,0,0.975818
1,1,32,4,5,20,8,320,320,320,0,0.945565
2,2,2,80,80,4,1,320,320,320,0,0.910377
3,1,160,4,2,2,40,320,320,320,0,0.836638
0,8,5,40,1,16,4,320,320,320,0,0.931205
1,2,160,5,32,1,2,320,320,320,0,0.925825
1,1,8,20,20,1,32,320,320,320,0,0.932352
2,4,10,8,5,32,2,320,320,320,0,0.896207
1,20,80,1,16,1,4,320,320,320,0,0.926269
1,2,10,16,16,4,5,320,320,320,0,0.948418
1,5,8,16,1,40,4,320,320,320,0,0.909643
1,80,1,4,80,2,2,320,320,320,0,0.950955
2,32,5,20,16,1,2,320,320,320,0,0.905725
2,2,2,80,10,32,1,320,320,320,0,0.908146
0,32,5,1,160,4,1,320,320,320,0,0.490187
1,8,2,100,8,8,1,320,320,320,0,0.763322
1,1,80,5,16,16,1,320,320,320,0,0.911371
1,2,1,64,4,40,5,320,320,320,0,0.763468
1,2,20,8,2,32,5,320,320,320,0,0.941
1,2,10,16,1,80,4,320,320,320,0,0.488981
1,1,80,5,16,1,16,320,320,320,0,0.913764
1,32,5,4,4,40,1,320,320,320,0,0.894862
2,1,16,40,10,2,8,320,320,320,0,0.909433
0,5,20,1,2,32,16,320,320,320,0,0.959114
1,2,160,10,2,8,2,320,320,320,0,0.896077
3,5,1,40,1,8,64,320,320,320,0,0.897692
1,2,400,2,1,64,1,320,320,320,0,0.913256
1,16,8,1,200,2,2,320,320,320,0,0.913014
1,10,2,5,2,32,16,320,320,320,0,0.954407
1,10,5,4,128,4,1,320,320,320,0,0.840371
0,10,2,5,2,32,16,320,320,320,0,0.94008
1,1,4,80,8,10,4,320,320,320,0,0.763227
1,1,40,40,8,8,1,320,320,320,0,0.763122
1,4,160,1,4,5,8,320,320,320,0,0.909044
0,10,2,16,16,20,1,320,320,320,0,0.945589
1,20,5,1,32,32,1,320,320,320,0,0.902397
1,4,2,20,40,2,8,320,320,320,0,0.917792
1,64,2,1,20,4,10,320,320,320,0,0.964901
1,50,1,2,8,128,1,320,320,320,0,0.952232
1,25,8,8,32,2,1,320,320,320,0,0.898218
1,50,1,2,4,128,2,320,320,320,0,0.954724
1,16,25,8,1,2,16,320,320,320,0,0.910922
1,1,50,4,16,32,1,320,320,320,0,0.938601
1,25,1,128,2,16,1,320,320,320,0,0.970157
1,50,2,2,2,128,2,320,320,320,0,0.904479
1,10,32,5,2,16,2,320,320,320,0,0.908057
1,4,2,16,10,2,40,320,320,320,0,0.763249
2,80,2,2,4,80,1,320,320,320,0,0.940881
2,20,8,5,32,1,4,320,320,320,0,0.777006
1,5,32,20,8,4,1,320,320,320,0,0.931358
1,5,128,1,40,4,1,320,320,320,0,0.953295
1,2,800,1,2,32,1,320,320,320,0,0.913164
1,40,8,1,32,10,1,320,320,320,0,0.925924
1,50,16,2,8,4,2,320,320,320,0,0.935193
1,5,20,1,32,4,8,320,320,320,0,0.906448
1,16,2,4,2,80,5,320,320,320,0,0.492613
1,4,5,32,10,8,2,320,320,320,0,0.913103
1,5,5,4,1,32,32,320,320,320,0,0.763402
1,10,32,2,1,8,20,320,320,320,0,0.971521
1,2,80,1,5,128,1,320,320,320,0,0.83496
1,20,1,5,1,1024,1,320,320,320,0,0.84196
1,80,8,1,1,8,20,320,320,320,0,0.908275
2,4,25,8,32,4,1,320,320,320,0,0.925586
1,8,80,1,16,10,1,320,320,320,0,0.76324
1,8,10,10,1,2,64,320,320,320,0,0.893556
1,1,40,16,8,10,2,320,320,320,0,0.952902
1,4,1,32,40,4,5,320,320,320,0,0.928678
1,2,4,80,4,10,4,320,320,320,0,0.877711
1,4,10,16,4,40,1,320,320,320,0,0.867444
1,10,40,2,2,4,16,320,320,320,0,0.384176
1,80,20,2,1,2,16,320,320,320,0,0.917288
1,2,4,20,32,20,1,320,320,320,0,0.937028
1,4,1,25,512,1,2,320,320,320,0,0.878408
1,5,16,2,20,8,4,320,320,320,0,0.968671
1,2,80,1,2,20,16,320,320,320,0,0.912821
2,10,2,5,2,32,16,320,320,320,0,0.893978
1,4,80,10,2,2,8,320,320,320,0,0.465662
1,1,40,20,8,2,8,320,320,320,0,0.894571
1,2,10,40,64,2,1,320,320,320,0,0.877464
1,16,8,5,8,2,10,320,320,320,0,0.733967
2,160,10,1,2,1,32,320,320,320,0,0.896647
1,5,8,10,8,2,16,320,320,320,0,0.842884
1,8,4,5,1,32,20,320,320,320,0,0.491565
1,20,2,10,8,4,8,320,320,320,0,0.89706
1,25,8,8,1,2,32,320,320,320,0,0.85635
1,4,80,2,8,1,20,320,320,320,0,0.973262
2,50,16,1,1,64,2,320,320,320,0,0.841993
1,4,25,4,4,8,8,320,320,320,0,0.955784
1,2,2,32,1,16,50,320,320,320,0,0.850232
1,8,1,20,160,1,4,320,320,320,0,0.73472
0,1,2,80,10,16,4,320,320,320,0,0.944912
1,16,2,20,16,2,5,320,320,320,0,0.984553
1,5,20,8,4,32,1,320,320,320,0,0.488933
1,320,5,1,2,16,2,320,320,320,0,0.925492
1,40,2,8,8,20,1,320,320,320,0,0.872262
1,1,5,128,10,4,4,320,320,320,0,0.925663
1,5,1,80,16,2,8,320,320,320,0,0.942962
1,16,4,5,4,80,1,320,320,320,0,0.980637
1,80,1,2,2,16,20,320,320,320,0,0.968342
1,80,2,5,16,1,8,320,320,320,0,0.927277
1,32,2,5,1,10,32,320,320,320,0,0.942686
1,40,1,16,4,2,20,320,320,320,0,0.911789
3,10,2,5,2,32,16,320,320,320,0,0.913371
1,2,200,2,16,8,1,320,320,320,0,0.936365
1,2,20,5,2,8,32,320,320,320,0,0.980526
1,5,4,16,4,80,1,320,320,320,0,0.943327
3,5,4,40,1,64,2,320,320,320,0,0.97697
0,8,4,10,80,1,4,320,320,320,0,0.979433
1,20,5,4,8,32,1,320,320,320,0,0.908821
1,16,5,8,4,10,4,320,320,320,0,0.91931
1,1,25,4,8,8,16,320,320,320,0,0.907377
1,1,32,25,2,16,4,320,320,320,0,0.976051
1,5,20,4,2,64,2,320,320,320,0,0.896778
1,16,5,40,4,1,8,320,320,320,0,0.932948
1,8,40,1,5,16,4,320,320,320,0,0.913137
1,5,16,5,2,128,1,320,320,320,0,0.488175
1,1,8,16,25,8,4,320,320,320,0,0.894573
1,40,1,5,8,64,1,320,320,320,0,0.490408
1,8,8,25,2,1,32,320,320,320,0,0.843831
1,40,4,20,32,1,1,320,320,320,0,0.897432
1,4,10,8,2,80,2,320,320,320,0,0.90802
1,1,160,10,2,2,16,320,320,320,0,0.941132
1,2,10,10,16,32,1,320,320,320,0,0.983456
1,400,2,4,8,1,4,320,320,320,0,0.899606
1,20,2,10,16,2,8,320,320,320,0,0.935073
1,1,4,200,16,8,1,320,320,320,0,0.872914
1,16,1,10,5,64,2,320,320,320,0,0.898441
1,1,25,16,8,1,32,320,320,320,0,0.820139
1,2,20,5,64,8,1,320,320,320,0,0.944422
1,1,40,10,16,1,16,320,320,320,0,0.92583
1,160,2,2,4,2,20,320,320,320,0,0.763498
1,5,32,4,5,16,2,320,320,320,0,0.493034
1,2,20,4,320,2,1,320,320,320,0,0.97846
1,8,8,2,2,20,20,320,320,320,0,0.947921
1,16,10,1,16,20,2,320,320,320,0,0.489838
1,20,32,1,5,8,4,320,320,320,0,0.489013
1,25,16,1,32,1,8,320,320,320,0,0.913274
1,10,1,40,4,1,64,320,320,320,0,0.490276
1,1,1,100,1,512,2,320,320,320,0,0.841171
1,4,50,4,2,8,8,320,320,320,0,0.896595
1,5,1,64,4,16,5,320,320,320,0,0.873573
0,8,20,2,16,20,1,320,320,320,0,0.978196
1,5,80,4,1,4,16,320,320,320,0,0.952153
1,4,8,5,1,20,32,320,320,320,0,0.76324
1,8,5,20,4,1,32,320,320,320,0,0.910482
1,1,160,4,4,40,1,320,320,320,0,0.918888
1,2,20,4,4,4,40,320,320,320,0,0.48881
1,1,10,40,128,1,2,320,320,320,0,0.942632
1,160,1,2,8,10,4,320,320,320,0,0.903295
1,16,25,1,2,32,4,320,320,320,0,0.984808
1,160,1,2,2,5,32,320,320,320,0,0.489363
2,5,8,8,20,16,1,320,320,320,0,0.961704
1,10,4,8,160,2,1,320,320,320,0,0.899143
1,3200,1,1,2,4,4,320,320,320,0,0.909184
1,8,16,1,100,2,4,320,320,320,0,0.879243
1,8,8,5,1,64,5,320,320,320,0,0.909287
1,8,8,2,2,10,40,320,320,320,0,0.880022
1,20,16,5,16,1,4,320,320,320,0,0.460656
1,8,1,400,8,2,2,320,320,320,0,0.856286
1,4,8,5,20,32,1,320,320,320,0,0.488896
1,16,5,8,4,40,1,320,320,320,0,0.900781
1,4,8,10,2,5,32,320,320,320,0,0.491072
1,2,200,2,32,1,4,320,320,320,0,0.490639
1,4,20,8,8,1,20,320,320,320,0,0.917415
1,32,20,1,2,20,4,320,320,320,0,0.901085
1,1,160,1,80,2,4,320,320,320,0,0.943877
1,16,5,2,5,8,16,320,320,320,0,0.490365
1,5,4,20,16,4,4,320,320,320,0,0.854436
0,160,5,1,2,16,4,320,320,320,0,0.941778
1,25,2,32,1,32,2,320,320,320,0,0.977303
1,64,1,2,4,20,10,320,320,320,0,0.925216
1,4,1,32,2,25,16,320,320,320,0,0.912744
1,20,8,2,4,10,8,320,320,320,0,0.966063
1,2,2,100,1,8,32,320,320,320,0,0.89732
1,8,40,1,4,16,5,320,320,320,0,0.895771
1,2,40,2,1,20,32,320,320,320,0,0.913046
1,2,100,2,8,32,1,320,320,320,0,0.908389
1,25,1,16,16,16,1,320,320,320,0,0.489734
1,20,16,2,1,20,8,320,320,320,0,0.912007
1,1,8,50,256,1,1,320,320,320,0,0.816951
1,40,1,8,2,8,20,320,320,320,0,0.900213
2,1,25,8,8,16,4,320,320,320,0,0.925445
1,5,4,40,1,128,1,320,320,320,0,0.974998
1,10,1,40,2,64,2,320,320,320,0,0.898479
1,1,1,160,128,1,5,320,320,320,0,0.930324
1,4,5,16,1,16,20,320,320,320,0,0.90913
1,5,1,320,2,2,16,320,320,320,0,0.953981
1,128,1,1,4,200,1,320,320,320,0,0.914755
1,100,8,1,32,1,4,320,320,320,0,0.917293
0,10,16,10,2,4,8,320,320,320,0,0.908254
1,8,100,2,32,1,2,320,320,320,0,0.962293
1,4,100,2,64,2,1,320,320,320,0,0.823716
1,5,32,1,32,10,2,320,320,320,0,0.947185
1,1,10,16,8,5,16,320,320,320,0,0.814446
1,20,2,40,8,2,4,320,320,320,0,0.976141
3,2,40,20,16,1,4,320,320,320,0,0.462158
1,160,10,2,8,4,1,320,320,320,0,0.492765
1,5,32,1,8,16,5,320,320,320,0,0.489644
1,8,4,4,16,1,50,320,320,320,0,0.984351
1,20,2,5,256,1,2,320,320,320,0,0.763293
0,1,64,5,2,10,16,320,320,320,0,0.94797
0,2,2,80,64,5,1,320,320,320,0,0.963598
1,40,4,4,32,1,5,320,320,320,0,0.896741
1,32,1,5,20,8,4,320,320,320,0,0.920613
1,16,2,4,8,2,50,320,320,320,0,0.873304
1,40,4,4,8,10,2,320,320,320,0,0.934124
1,10,80,1,2,1,64,320,320,320,0,0.915722
2,20,2,4,4,5,32,320,320,320,0,0.943729
1,80,2,1,1,32,20,320,320,320,0,0.906586
3,160,1,4,4,40,1,320,320,320,0,0.907915
0,2,4,50,128,2,1,320,320,320,0,0.910673
0,160,2,10,32,1,1,320,320,320,0,0.913148
1,4,8,10,32,2,5,320,320,320,0,0.492282
1,2,200,2,1,16,8,320,320,320,0,0.956015
3,4,4,40,8,20,1,320,320,320,0,0.92733
1,50,1,2,256,1,4,320,320,320,0,0.888405
1,1,2,80,5,128,1,320,320,320,0,0.899433
3,1,1,400,1,128,2,320,320,320,0,0.842472
3,200,16,1,2,2,8,320,320,320,0,0.871243
3,8,1,50,2,8,16,320,320,320,0,0.930305
3,32,5,4,5,1,32,320,320,320,0,0.707811
3,1,8,16,40,5,4,320,320,320,0,0.857036
2,20,1,40,4,2,16,320,320,320,0,0.912789
1,128,5,1,2,2,40,320,320,320,0,0.899481
0,1,40,8,4,5,16,320,320,320,0,0.763069
1,2,320,5,1,8,4,320,320,320,0,0.490896
1,80,4,2,20,8,1,320,320,320,0,0.914235
3,5,20,1,8,64,2,320,320,320,0,0.965024
1,5,40,1,64,2,4,320,320,320,0,0.914541
0,1,20,16,1,32,10,320,320,320,0,0.900235
1,16,5,5,16,1,16,320,320,320,0,0.976373
2,1,5,20,64,2,8,320,320,320,0,0.975011
0,40,1,4,64,10,1,320,320,320,0,0.913732
3,2,32,2,4,4,50,320,320,320,0,0.899875
1,10,1,160,2,4,8,320,320,320,0,0.97827
1,10,10,1,8,2,64,320,320,320,0,0.898631
1,8,25,16,1,8,4,320,320,320,0,0.896055
1,2,8,10,10,8,8,320,320,320,0,0.3947
0,2,50,4,64,4,1,320,320,320,0,0.896778
1,4,20,2,32,10,2,320,320,320,0,0.92608
1,4,1,400,2,1,32,320,320,320,0,0.763187
1,1,5,40,1,8,64,320,320,320,0,0.986264
1,5,4,5,16,16,4,320,320,320,0,0.763374
1,2,1,80,4,4,40,320,320,320,0,0.84133
1,5,1,320,2,8,4,320,320,320,0,0.877785
1,1,40,8,5,32,2,320,320,320,0,0.383924
3,5,32,5,1,2,64,320,320,320,0,0.763159
1,4,10,20,1,16,8,320,320,320,0,0.916994
1,25,8,1,4,8,16,320,320,320,0,0.492514
1,4,1,400,16,2,2,320,320,320,0,0.933843
1,1,25,4,1,256,4,320,320,320,0,0.951838
1,80,10,1,1,16,8,320,320,320,0,0.959303
1,40,2,4,1,8,40,320,320,320,0,0.977487
1,1,16,20,20,1,16,320,320,320,0,0.893842
1,2,80,2,80,2,2,320,320,320,0,0.952708
1,1,2,100,8,32,2,320,320,320,0,0.942626
1,1,64,5,8,40,1,320,320,320,0,0.934944
1,1,10,160,1,16,4,320,320,320,0,0.913654
2,4,4,25,8,32,1,320,320,320,0,0.965308
1,16,10,1,2,40,8,320,320,320,0,0.937299
1,25,32,4,1,16,2,320,320,320,0,0.856522
1,10,64,1,5,4,8,320,320,320,0,0.880144
1,64,2,25,32,1,1,320,320,320,0,0.874661
0,2,2,80,32,10,1,320,320,320,0,0.76337
1,32,1,20,10,2,8,320,320,320,0,0.385523
1,1,8,40,4,5,16,320,320,320,0,0.933802
1,200,1,4,1,64,2,320,320,320,0,0.896099
1,10,20,1,8,32,2,320,320,320,0,0.490643
1,80,2,2,32,10,1,320,320,320,0,0.899145
1,20,4,10,2,1,64,320,320,320,0,0.493116
3,1,64,5,8,20,2,320,320,320,0,0.930727
2,20,2,4,1,10,64,320,320,320,0,0.897457
1,1,16,20,8,8,5,320,320,320,0,0.935804
0,80,8,1,2,2,40,320,320,320,0,0.776607
1,50,8,2,8,2,8,320,320,320,0,0.94655
1,32,1,5,1,160,4,320,320,320,0,0.932043
1,1,32,4,1,80,10,320,320,320,0,0.878445
1,200,4,4,1,2,16,320,320,320,0,0.838111
1,2,100,1,8,32,2,320,320,320,0,0.896323
1,10,5,8,1,128,2,320,320,320,0,0.909535
1,4,16,50,8,4,1,320,320,320,0,0.763389
1,400,1,8,1,16,2,320,320,320,0,0.93763
1,1,8,20,8,16,5,320,320,320,0,0.812813
2,4,1,40,640,1,1,320,320,320,0,0.925855
1,1,5,640,4,8,1,320,320,320,0,0.462228
0,32,10,1,8,20,2,320,320,320,0,0.732692
1,5,4,32,8,20,1,320,320,320,0,0.705885
3,20,1,16,1,160,2,320,320,320,0,0.910536
1,10,8,10,2,4,16,320,320,320,0,0.913808
1,1,64,2,1,400,2,320,320,320,0,0.94806
1,4,2,40,8,40,1,320,320,320,0,0.912626
1,2,5,32,32,1,10,320,320,320,0,0.904146
1,5,16,40,2,8,2,320,320,320,0,0.898096
1,4,100,2,4,8,4,320,320,320,0,0.763357
