Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
2,2,4,20,80,8,1,320,320,320,0,0.93785
1,1,32,10,160,2,1,320,320,320,0,0.490388
1,4,25,16,2,16,2,320,320,320,0,0.486394
1,2,4,20,64,2,5,320,320,320,0,0.895688
1,32,1,10,8,1,40,320,320,320,0,0.917366
1,64,1,25,1,16,4,320,320,320,0,0.968104
0,2,80,1,1,80,8,320,320,320,0,0.953572
1,16,5,4,4,20,4,320,320,320,0,0.89784
1,200,8,1,1,4,16,320,320,320,0,0.932404
1,5,8,10,2,128,1,320,320,320,0,0.730935
1,100,2,4,1,8,16,320,320,320,0,0.961469
1,10,80,1,4,16,2,320,320,320,0,0.489104
1,40,4,20,1,16,2,320,320,320,0,0.76351
1,8,10,5,4,1,64,320,320,320,0,0.772272
1,25,32,4,1,32,1,320,320,320,0,0.856944
1,1,8,200,2,1,32,320,320,320,0,0.912827
1,8,10,20,8,2,4,320,320,320,0,0.873404
1,10,10,8,8,8,2,320,320,320,0,0.913099
1,5,160,1,4,1,32,320,320,320,0,0.842058
1,40,2,40,2,16,1,320,320,320,0,0.95692
1,5,320,1,1,32,2,320,320,320,0,0.851444
0,5,4,8,16,4,10,320,320,320,0,0.771711
1,4,8,4,50,16,1,320,320,320,0,0.925694
1,1,10,160,2,8,4,320,320,320,0,0.461696
1,5,1,320,1,8,8,320,320,320,0,0.916814
0,1,100,32,1,1,32,320,320,320,0,0.877506
1,2,1,200,32,2,4,320,320,320,0,0.457884
1,32,10,1,8,20,2,320,320,320,0,0.936951
1,4,4,10,10,2,32,320,320,320,0,0.873795
1,1,2,400,1,16,8,320,320,320,0,0.927354
1,4,25,8,16,8,1,320,320,320,0,0.388021
1,10,4,8,64,5,1,320,320,320,0,0.912788
1,20,4,8,10,16,1,320,320,320,0,0.944587
1,640,1,1,8,1,20,320,320,320,0,0.492365
1,10,16,20,4,4,2,320,320,320,0,0.856778
1,1,128,1,10,10,8,320,320,320,0,0.879503
1,25,16,1,2,4,32,320,320,320,0,0.873786
1,10,10,2,1,8,64,320,320,320,0,0.823858
1,1,16,8,8,20,5,320,320,320,0,0.872867
1,1,20,10,8,16,4,320,320,320,0,0.489562
1,16,5,8,5,32,1,320,320,320,0,0.911959
1,1,320,1,2,5,32,320,320,320,0,0.913377
1,5,20,16,8,4,2,320,320,320,0,0.898492
2,8,2,100,1,64,1,320,320,320,0,0.914411
1,4,1,400,16,4,1,320,320,320,0,0.390084
1,32,20,1,80,1,2,320,320,320,0,0.913327
0,4,20,8,4,4,10,320,320,320,0,0.901974
2,1,40,16,1,20,8,320,320,320,0,0.940956
1,1,25,8,1,16,32,320,320,320,0,0.917446
1,1,1,100,512,1,2,320,320,320,0,0.880518
1,10,16,4,1,32,5,320,320,320,0,0.921234
1,2,200,1,2,64,2,320,320,320,0,0.49055
1,80,1,2,5,64,2,320,320,320,0,0.489076
1,1,8,16,200,4,1,320,320,320,0,0.763269
1,80,40,1,1,2,16,320,320,320,0,0.817857
1,1,4,50,4,4,32,320,320,320,0,0.902507
1,5,8,16,80,2,1,320,320,320,0,0.8841
1,128,25,1,1,32,1,320,320,320,0,0.918274
1,20,16,5,32,2,1,320,320,320,0,0.897808
1,32,4,5,5,16,2,320,320,320,0,0.899048
1,16,25,1,4,2,32,320,320,320,0,0.984933
1,10,4,40,2,8,4,320,320,320,0,0.918359
1,4,2,400,1,4,8,320,320,320,0,0.896377
1,4,8,100,32,1,1,320,320,320,0,0.971195
1,80,8,1,4,10,4,320,320,320,0,0.763576
1,10,4,40,4,1,16,320,320,320,0,0.756212
1,50,8,1,16,1,16,320,320,320,0,0.855746
1,5,10,8,4,16,4,320,320,320,0,0.930291
1,16,2,20,5,32,1,320,320,320,0,0.93108
1,5,2,80,2,1,64,320,320,320,0,0.931938
3,2,2,32,400,2,1,320,320,320,0,0.763449
1,2,1,200,4,2,32,320,320,320,0,0.75561
1,2,80,20,8,4,1,320,320,320,0,0.896217
1,4,4,8,1,100,8,320,320,320,0,0.932191
0,4,40,10,16,2,2,320,320,320,0,0.878336
3,4,10,4,32,1,20,320,320,320,0,0.384654
1,4,10,4,1,128,5,320,320,320,0,0.488164
2,8,5,40,1,2,32,320,320,320,0,0.893909
2,32,5,10,1,2,32,320,320,320,0,0.949295
3,10,8,4,20,1,16,320,320,320,0,0.975984
1,1,4,40,1,128,5,320,320,320,0,0.931932
0,20,8,2,1,10,32,320,320,320,0,0.939602
2,1,32,10,5,32,2,320,320,320,0,0.929774
1,4,100,1,256,1,1,320,320,320,0,0.898837
0,2,2,40,20,2,16,320,320,320,0,0.912618
0,10,16,10,1,64,1,320,320,320,0,0.856755
1,20,4,2,20,16,2,320,320,320,0,0.881261
3,50,4,16,4,1,8,320,320,320,0,0.943901
3,8,5,40,8,4,2,320,320,320,0,0.949685
0,4,100,1,1,64,4,320,320,320,0,0.910188
3,2,4,400,2,2,8,320,320,320,0,0.926326
1,4,20,20,16,1,4,320,320,320,0,0.913761
3,160,1,2,1,5,64,320,320,320,0,0.913206
1,8,5,40,1,16,4,320,320,320,0,0.767015
0,32,5,20,16,1,2,320,320,320,0,0.947743
2,5,64,1,16,20,1,320,320,320,0,0.873411
1,32,5,1,160,4,1,320,320,320,0,0.492194
2,5,16,2,128,5,1,320,320,320,0,0.734379
1,2,20,20,4,4,8,320,320,320,0,0.918278
1,1,3200,1,2,16,1,320,320,320,0,0.898683
3,1,32,5,16,1,40,320,320,320,0,0.93494
3,1,8,80,5,2,16,320,320,320,0,0.950052
3,5,1,64,4,16,5,320,320,320,0,0.896844
3,5,4,16,4,8,10,320,320,320,0,0.980242
2,4,2,16,10,16,5,320,320,320,0,0.91781
1,50,32,2,1,1,32,320,320,320,0,0.980659
1,80,2,2,1,320,1,320,320,320,0,0.894226
3,32,10,5,8,2,4,320,320,320,0,0.385481
1,160,4,1,8,5,4,320,320,320,0,0.913362
1,4,8,5,32,5,4,320,320,320,0,0.908311
0,160,10,2,8,4,1,320,320,320,0,0.490217
2,25,2,64,2,16,1,320,320,320,0,0.896511
1,1,8,20,5,32,4,320,320,320,0,0.939326
1,32,20,1,4,20,2,320,320,320,0,0.897737
1,1,50,32,16,2,2,320,320,320,0,0.981357
1,40,2,2,8,4,20,320,320,320,0,0.964122
0,20,2,5,256,1,2,320,320,320,0,0.706717
2,4,100,1,32,4,2,320,320,320,0,0.910048
1,80,20,1,2,1,32,320,320,320,0,0.873038
1,8,25,16,4,8,1,320,320,320,0,0.857531
1,2,200,8,8,2,2,320,320,320,0,0.98457
1,1,64,2,40,1,20,320,320,320,0,0.945094
0,80,4,2,5,8,4,320,320,320,0,0.943268
1,4,10,16,1,160,1,320,320,320,0,0.913101
0,2,5,20,8,32,2,320,320,320,0,0.907789
1,80,2,1,1,320,2,320,320,320,0,0.965103
1,160,2,2,4,5,8,320,320,320,0,0.928618
1,16,40,1,16,10,1,320,320,320,0,0.92955
1,1,1,200,8,4,16,320,320,320,0,0.957062
1,40,2,2,10,1,64,320,320,320,0,0.389165
1,8,40,1,5,4,16,320,320,320,0,0.904873
1,1,10,20,8,16,4,320,320,320,0,0.908382
1,2,1,64,25,32,1,320,320,320,0,0.985785
0,80,1,20,8,2,4,320,320,320,0,0.898968
0,20,2,4,2,320,1,320,320,320,0,0.956296
1,80,1,20,4,2,8,320,320,320,0,0.936904
1,5,5,64,1,1,64,320,320,320,0,0.951166
1,20,5,16,2,8,4,320,320,320,0,0.937483
1,16,4,2,2,50,8,320,320,320,0,0.905967
0,80,1,20,2,8,4,320,320,320,0,0.917806
1,4,2,80,10,16,1,320,320,320,0,0.89409
1,10,1,80,32,4,1,320,320,320,0,0.763566
3,320,2,1,8,2,10,320,320,320,0,0.951198
0,1,2,1600,1,2,16,320,320,320,0,0.917043
1,400,1,8,1,4,8,320,320,320,0,0.896926
1,1,2,320,20,8,1,320,320,320,0,0.926065
1,1,20,20,16,1,16,320,320,320,0,0.924932
1,1,64,2,4,25,8,320,320,320,0,0.943528
1,25,1,8,8,32,2,320,320,320,0,0.92611
1,1,320,5,32,1,2,320,320,320,0,0.489249
1,1,400,4,4,2,8,320,320,320,0,0.910277
1,8,200,1,16,4,1,320,320,320,0,0.957213
1,32,4,5,2,5,16,320,320,320,0,0.896224
1,10,2,8,32,5,4,320,320,320,0,0.894355
3,1,32,5,1,160,4,320,320,320,0,0.875923
3,8,1,80,5,2,16,320,320,320,0,0.83538
1,80,2,5,8,2,8,320,320,320,0,0.95306
2,16,50,1,2,1,64,320,320,320,0,0.934037
1,1,50,8,128,2,1,320,320,320,0,0.763626
1,40,8,1,80,2,2,320,320,320,0,0.901954
1,40,4,1,2,40,8,320,320,320,0,0.917224
1,1,4,40,1,20,32,320,320,320,0,0.87394
2,20,1,16,16,10,2,320,320,320,0,0.959933
1,32,1,5,2,32,10,320,320,320,0,0.857052
0,16,4,25,4,16,1,320,320,320,0,0.490742
1,1,200,4,2,8,8,320,320,320,0,0.909601
3,8,40,1,8,4,10,320,320,320,0,0.937287
1,2,400,4,4,1,8,320,320,320,0,0.91111
3,8,1,16,1,40,20,320,320,320,0,0.954137
1,10,8,2,160,4,1,320,320,320,0,0.763326
1,32,2,5,16,1,20,320,320,320,0,0.763348
1,4,40,10,4,16,1,320,320,320,0,0.909487
1,4,25,4,4,16,4,320,320,320,0,0.491993
1,40,4,4,2,2,40,320,320,320,0,0.910365
1,2,5,16,20,32,1,320,320,320,0,0.92622
1,2,5,20,8,1,64,320,320,320,0,0.707729
1,2,8,10,5,64,2,320,320,320,0,0.899054
1,20,5,2,32,4,4,320,320,320,0,0.822943
3,1,25,16,2,128,1,320,320,320,0,0.898853
0,8,1,400,1,8,4,320,320,320,0,0.763675
3,20,1,40,4,2,16,320,320,320,0,0.763426
1,1,8,40,32,5,2,320,320,320,0,0.918216
1,400,8,1,4,4,2,320,320,320,0,0.763436
1,10,2,32,8,10,2,320,320,320,0,0.944882
1,10,1,80,4,2,16,320,320,320,0,0.980543
1,64,1,5,8,1,40,320,320,320,0,0.939854
1,20,2,5,4,64,2,320,320,320,0,0.840583
2,10,8,2,5,32,4,320,320,320,0,0.940727
1,1,10,10,1,64,16,320,320,320,0,0.763469
0,2,1,64,40,20,1,320,320,320,0,0.895888
1,4,10,8,20,1,16,320,320,320,0,0.983795
3,16,1,20,16,20,1,320,320,320,0,0.49751
3,1,2,50,64,16,1,320,320,320,0,0.899069
1,20,2,5,128,2,2,320,320,320,0,0.920508
1,1,100,4,8,4,8,320,320,320,0,0.844778
1,16,1,25,2,4,32,320,320,320,0,0.935623
1,1,160,1,5,64,2,320,320,320,0,0.932628
1,8,8,5,160,1,2,320,320,320,0,0.91281
1,4,1,25,128,2,4,320,320,320,0,0.900676
1,4,40,1,1,16,40,320,320,320,0,0.944806
1,40,4,1,1,64,10,320,320,320,0,0.907819
1,16,25,1,32,4,2,320,320,320,0,0.913691
0,1,100,32,32,1,1,320,320,320,0,0.391233
1,1,1,160,32,4,5,320,320,320,0,0.853473
1,4,2,40,32,2,5,320,320,320,0,0.925456
1,5,5,8,16,2,16,320,320,320,0,0.857092
1,1,80,4,5,2,32,320,320,320,0,0.925062
1,20,2,20,2,32,2,320,320,320,0,0.894498
1,8,5,40,2,16,2,320,320,320,0,0.960046
1,5,80,2,2,1,64,320,320,320,0,0.91044
1,2,8,50,2,64,1,320,320,320,0,0.878868
1,20,2,16,1,20,8,320,320,320,0,0.903526
1,1,20,8,10,64,1,320,320,320,0,0.873934
1,16,20,2,10,8,2,320,320,320,0,0.921938
1,4,16,2,1,400,2,320,320,320,0,0.908187
1,2,5,80,8,4,4,320,320,320,0,0.898613
1,8,4,5,20,32,1,320,320,320,0,0.911533
2,4,80,2,1,16,10,320,320,320,0,0.46135
2,40,1,4,64,10,1,320,320,320,0,0.942702
1,20,4,8,8,10,2,320,320,320,0,0.965896
1,5,32,5,1,2,64,320,320,320,0,0.911467
1,2,16,50,2,32,1,320,320,320,0,0.893171
1,2,800,1,16,4,1,320,320,320,0,0.933368
1,40,2,2,5,64,2,320,320,320,0,0.903144
1,16,4,50,8,4,1,320,320,320,0,0.959355
1,1,160,2,4,40,2,320,320,320,0,0.914574
1,400,1,1,8,32,1,320,320,320,0,0.985245
1,4,1,160,16,2,5,320,320,320,0,0.896921
3,2,50,4,64,4,1,320,320,320,0,0.964425
0,25,2,8,64,4,1,320,320,320,0,0.926513
0,1,20,16,5,16,4,320,320,320,0,0.821536
1,40,5,2,64,2,2,320,320,320,0,0.386209
1,25,16,1,1,256,1,320,320,320,0,0.913142
1,8,1,16,10,40,2,320,320,320,0,0.939305
2,1,80,4,10,4,8,320,320,320,0,0.917209
1,160,2,1,8,4,10,320,320,320,0,0.486931
1,2,160,1,1,160,2,320,320,320,0,0.92423
2,5,32,20,2,4,4,320,320,320,0,0.913301
1,40,2,10,4,2,16,320,320,320,0,0.839961
3,5,32,1,64,10,1,320,320,320,0,0.873284
1,50,2,32,2,2,8,320,320,320,0,0.896593
1,1,1,320,4,20,4,320,320,320,0,0.48933
1,10,1,80,32,1,4,320,320,320,0,0.899199
1,2,16,10,80,4,1,320,320,320,0,0.957235
1,40,4,5,32,1,4,320,320,320,0,0.764729
1,1,1,128,200,1,4,320,320,320,0,0.913649
1,1,128,1,80,10,1,320,320,320,0,0.894053
1,64,2,5,16,2,5,320,320,320,0,0.840937
1,200,4,4,1,1,32,320,320,320,0,0.905479
1,1,320,1,2,4,40,320,320,320,0,0.952091
1,16,1,10,4,5,32,320,320,320,0,0.763589
0,1,4,32,8,20,5,320,320,320,0,0.938228
2,2,100,8,8,4,2,320,320,320,0,0.926488
1,2,80,4,40,1,4,320,320,320,0,0.886991
0,16,4,10,4,10,4,320,320,320,0,0.976118
1,8,16,1,2,25,16,320,320,320,0,0.457153
1,2,2,32,200,1,4,320,320,320,0,0.949222
1,4,8,5,320,1,2,320,320,320,0,0.913448
1,32,4,1,32,5,5,320,320,320,0,0.946403
1,80,2,5,8,1,16,320,320,320,0,0.945635
1,10,5,4,2,16,16,320,320,320,0,0.901425
2,8,1,16,80,10,1,320,320,320,0,0.489755
1,2,10,40,8,16,1,320,320,320,0,0.913338
0,2,20,8,8,20,2,320,320,320,0,0.981002
1,8,20,5,64,1,2,320,320,320,0,0.940645
1,4,4,8,8,4,25,320,320,320,0,0.929432
1,1,80,8,4,1,40,320,320,320,0,0.925815
1,20,10,1,16,8,4,320,320,320,0,0.913623
2,5,32,4,1,4,40,320,320,320,0,0.908103
1,200,16,1,1,2,16,320,320,320,0,0.900415
1,1,10,64,20,4,2,320,320,320,0,0.842777
1,32,5,10,2,2,16,320,320,320,0,0.769042
3,32,1,100,8,1,4,320,320,320,0,0.906408
0,40,2,10,1,64,2,320,320,320,0,0.892848
1,4,25,8,8,8,2,320,320,320,0,0.462518
1,10,4,20,64,1,2,320,320,320,0,0.97851
1,1,20,16,320,1,1,320,320,320,0,0.912522
1,4,80,1,2,4,40,320,320,320,0,0.928759
1,100,2,4,64,1,2,320,320,320,0,0.929122
1,4,80,1,2,40,4,320,320,320,0,0.763306
1,40,16,1,10,2,8,320,320,320,0,0.491238
0,4,5,160,8,4,1,320,320,320,0,0.970019
0,4,1,40,640,1,1,320,320,320,0,0.914795
1,10,5,32,1,8,8,320,320,320,0,0.489339
3,8,2,10,1,10,64,320,320,320,0,0.76355
1,1,20,8,10,32,2,320,320,320,0,0.938799
1,16,5,8,1,8,20,320,320,320,0,0.928288
1,160,1,5,1,64,2,320,320,320,0,0.880526
1,2,10,32,1,5,32,320,320,320,0,0.706765
3,2,160,2,2,2,40,320,320,320,0,0.713299
3,4,80,1,5,2,32,320,320,320,0,0.940691
1,5,128,1,1,8,20,320,320,320,0,0.936209
1,1,160,4,10,4,4,320,320,320,0,0.89755
1,2,5,64,1,20,8,320,320,320,0,0.490715
1,2,160,1,16,2,10,320,320,320,0,0.92985
3,10,8,40,16,1,2,320,320,320,0,0.959443
1,1,20,40,2,1,64,320,320,320,0,0.488261
1,4,25,4,2,128,1,320,320,320,0,0.913615
0,50,1,2,256,1,4,320,320,320,0,0.763138
1,20,20,2,64,1,2,320,320,320,0,0.913791
1,4,10,16,8,5,4,320,320,320,0,0.97304
1,1,50,8,1,16,16,320,320,320,0,0.933209
1,16,4,5,2,160,1,320,320,320,0,0.874729
2,10,16,5,1,16,8,320,320,320,0,0.930452
1,5,10,2,16,2,32,320,320,320,0,0.933802
1,160,1,2,10,8,4,320,320,320,0,0.492512
1,2,10,5,4,32,8,320,320,320,0,0.927732
1,1,5,32,4,10,16,320,320,320,0,0.952962
0,32,2,10,2,2,40,320,320,320,0,0.934197
0,40,80,1,1,4,8,320,320,320,0,0.975905
2,2,200,2,1,64,2,320,320,320,0,0.976384
2,5,1,40,1,256,2,320,320,320,0,0.94694
1,8,2,10,2,16,20,320,320,320,0,0.763575
2,20,20,1,8,8,4,320,320,320,0,0.926894
1,1,800,1,1,32,4,320,320,320,0,0.937101
2,25,1,64,16,4,1,320,320,320,0,0.91
1,5,4,8,16,1,40,320,320,320,0,0.949586
2,2,16,4,20,2,20,320,320,320,0,0.899777
1,4,4,200,4,2,4,320,320,320,0,0.946349
1,40,2,4,16,20,1,320,320,320,0,0.49276
1,1,20,16,40,4,2,320,320,320,0,0.929582
1,160,4,1,5,2,16,320,320,320,0,0.937952
2,2,64,25,1,8,4,320,320,320,0,0.909819
0,20,16,1,20,8,2,320,320,320,0,0.906766
3,2,40,4,5,8,8,320,320,320,0,0.944295
1,1,8,80,10,16,1,320,320,320,0,0.935937
1,100,1,32,8,4,1,320,320,320,0,0.907237
1,5,2,64,10,2,8,320,320,320,0,0.980652
1,4,20,5,2,2,64,320,320,320,0,0.901241
2,5,20,1,128,4,2,320,320,320,0,0.763335
0,80,1,20,16,2,2,320,320,320,0,0.92644
3,4,5,80,4,16,1,320,320,320,0,0.948728
2,2,16,20,2,5,16,320,320,320,0,0.929204
1,4,32,5,1,16,10,320,320,320,0,0.488915
0,40,4,2,4,80,1,320,320,320,0,0.919595
1,64,10,1,10,4,4,320,320,320,0,0.948346
1,5,2,80,4,8,4,320,320,320,0,0.918498
1,2,32,2,8,10,10,320,320,320,0,0.708844
1,80,10,2,1,2,32,320,320,320,0,0.763202
1,25,4,16,1,2,32,320,320,320,0,0.944217
2,8,4,4,10,80,1,320,320,320,0,0.912139
0,40,1,5,512,1,1,320,320,320,0,0.910855
1,20,5,2,8,1,64,320,320,320,0,0.938753
3,2,1,50,1,32,32,320,320,320,0,0.917344
3,50,8,8,1,16,2,320,320,320,0,0.956587
1,200,1,4,64,2,1,320,320,320,0,0.763157
1,5,64,1,4,10,8,320,320,320,0,0.897682
1,5,80,1,8,2,16,320,320,320,0,0.896884
1,10,4,10,1,32,8,320,320,320,0,0.909053
1,2,16,20,10,4,4,320,320,320,0,0.962083
1,640,1,5,2,4,4,320,320,320,0,0.962711
1,32,5,2,2,32,5,320,320,320,0,0.933252
1,2,25,4,2,64,4,320,320,320,0,0.710131
1,1,25,32,8,4,4,320,320,320,0,0.925872
2,160,1,10,16,4,1,320,320,320,0,0.954839
1,10,10,8,2,64,1,320,320,320,0,0.898874
1,5,8,4,20,16,2,320,320,320,0,0.387866
1,80,2,1,40,2,8,320,320,320,0,0.961586
1,80,4,1,40,8,1,320,320,320,0,0.925558
1,1,1,160,16,4,10,320,320,320,0,0.492941
0,1,40,8,32,1,10,320,320,320,0,0.490483
2,1,4,25,2,256,2,320,320,320,0,0.899527
2,10,2,32,5,2,16,320,320,320,0,0.954084
0,16,20,5,8,1,8,320,320,320,0,0.763505
1,16,4,10,5,8,4,320,320,320,0,0.909697
0,25,4,1,16,1,64,320,320,320,0,0.933707
3,40,2,40,1,32,1,320,320,320,0,0.913402
1,4,1,25,32,2,16,320,320,320,0,0.93684
1,2,80,1,32,20,1,320,320,320,0,0.908065
1,40,8,1,1,10,32,320,320,320,0,0.926102
1,25,16,4,2,16,2,320,320,320,0,0.976568
1,100,32,1,16,2,1,320,320,320,0,0.936649
1,40,10,1,64,2,2,320,320,320,0,0.933299
1,1,320,1,1,20,16,320,320,320,0,0.925861
1,1,100,32,1,16,2,320,320,320,0,0.491885
1,1,16,8,1,16,50,320,320,320,0,0.90949
1,200,1,4,2,1,64,320,320,320,0,0.917882
1,8,80,1,1,5,32,320,320,320,0,0.489879
0,4,25,2,4,128,1,320,320,320,0,0.90816
0,16,8,1,8,2,50,320,320,320,0,0.901776
0,2,32,2,1,800,1,320,320,320,0,0.917668
1,2,2,32,40,2,10,320,320,320,0,0.897134
2,10,64,1,1,32,5,320,320,320,0,0.856828
1,200,8,1,2,2,16,320,320,320,0,0.947395
2,4,8,5,40,8,2,320,320,320,0,0.87854
1,1,50,16,1,16,8,320,320,320,0,0.490071
1,2,4,80,4,1,40,320,320,320,0,0.897403
1,8,20,20,2,2,8,320,320,320,0,0.907845
1,5,32,1,1,10,64,320,320,320,0,0.489969
1,25,4,4,4,32,2,320,320,320,0,0.912304
1,100,16,2,8,1,4,320,320,320,0,0.913505
1,10,8,2,10,4,16,320,320,320,0,0.943808
1,10,10,4,2,128,1,320,320,320,0,0.955754
1,16,8,1,4,8,25,320,320,320,0,0.951368
1,5,2,16,5,4,32,320,320,320,0,0.917056
1,4,1,50,1,128,4,320,320,320,0,0.959887
1,1,10,160,4,4,4,320,320,320,0,0.975635
0,8,1,50,16,16,1,320,320,320,0,0.984721
2,16,1,10,1,80,8,320,320,320,0,0.915398
1,1,20,8,5,8,16,320,320,320,0,0.941376
1,2,800,1,32,1,2,320,320,320,0,0.763707
1,50,8,8,4,1,8,320,320,320,0,0.957643
1,50,32,1,4,1,16,320,320,320,0,0.911186
1,2,1,50,4,4,64,320,320,320,0,0.878918
1,16,25,2,2,16,4,320,320,320,0,0.918292
1,4,25,1,512,2,1,320,320,320,0,0.98649
1,100,1,1,16,16,4,320,320,320,0,0.923296
1,5,4,40,1,32,4,320,320,320,0,0.900125
1,8,8,2,2,100,4,320,320,320,0,0.491365
1,40,4,1,1,320,2,320,320,320,0,0.822241
1,1,4,400,4,2,8,320,320,320,0,0.819339
1,80,4,1,80,1,4,320,320,320,0,0.873303
1,25,8,4,1,4,32,320,320,320,0,0.928283
1,16,2,5,160,4,1,320,320,320,0,0.941136
1,20,10,2,1,16,16,320,320,320,0,0.926297
1,2,1,1600,1,16,2,320,320,320,0,0.90076
1,20,8,5,2,2,32,320,320,320,0,0.874535
1,16,4,25,2,2,16,320,320,320,0,0.841189
1,32,1,10,80,4,1,320,320,320,0,0.894532
1,10,8,4,40,8,1,320,320,320,0,0.843555
1,2,4,50,64,4,1,320,320,320,0,0.763023
1,20,2,20,8,8,2,320,320,320,0,0.857334
1,10,64,1,4,4,10,320,320,320,0,0.870348
1,4,25,2,64,4,2,320,320,320,0,0.881249
1,32,2,2,10,5,16,320,320,320,0,0.706582
1,2,32,25,2,1,32,320,320,320,0,0.705105
1,10,2,20,1,8,32,320,320,320,0,0.873975
1,200,4,2,1,4,16,320,320,320,0,0.857208
1,4,4,200,8,1,4,320,320,320,0,0.857208
1,2,25,32,16,1,4,320,320,320,0,0.749277
1,2,160,5,2,1,32,320,320,320,0,0.930406
1,16,4,25,4,16,1,320,320,320,0,0.918117
1,128,1,1,1,20,40,320,320,320,0,0.90
1,4,10,20,4,2,16,320,320,320,0,0.84149
1,1,4,80,2,4,40,320,320,320,0,0.491763
1,1,20,16,80,1,4,320,320,320,0,0.711594
1,40,1,40,2,1,32,320,320,320,0,0.898579
1,8,5,4,128,5,1,320,320,320,0,0.976523
1,8,1,50,128,1,2,320,320,320,0,0.905365
1,2,64,1,25,4,8,320,320,320,0,0.763484
1,2,1,160,20,4,4,320,320,320,0,0.733829
1,320,1,1,4,16,5,320,320,320,0,0.873431
1,40,1,10,1,8,32,320,320,320,0,0.763245
1,32,25,1,1,2,64,320,320,320,0,0.919127
1,8,25,8,4,2,8,320,320,320,0,0.904455
0,2,8,8,100,4,2,320,320,320,0,0.925955
1,2,20,4,8,20,4,320,320,320,0,0.939263
1,4,10,20,2,16,4,320,320,320,0,0.763358
1,2,4,80,2,5,16,320,320,320,0,0.952597
0,5,16,40,1,32,1,320,320,320,0,0.965228
1,2,200,1,8,16,2,320,320,320,0,0.933652
1,2,5,16,4,20,8,320,320,320,0,0.763408
1,4,8,100,1,32,1,320,320,320,0,0.894655
1,320,2,5,32,1,1,320,320,320,0,0.914928
1,2,20,16,4,4,10,320,320,320,0,0.911917
1,4,4,25,2,128,1,320,320,320,0,0.913029
1,2,64,1,80,5,2,320,320,320,0,0.490732
1,20,1,16,8,1,40,320,320,320,0,0.934995
2,32,1,4,80,10,1,320,320,320,0,0.763304
1,80,4,5,1,4,16,320,320,320,0,0.905484
1,2,2,40,4,160,1,320,320,320,0,0.493945
1,20,1,80,16,2,2,320,320,320,0,0.913849
1,16,1,20,20,8,2,320,320,320,0,0.925142
1,20,1,40,32,4,1,320,320,320,0,0.909663
1,1,4,25,1,1024,1,320,320,320,0,0.763234
1,2,16,5,4,160,1,320,320,320,0,0.917001
1,50,8,1,256,1,1,320,320,320,0,0.910674
1,5,1,32,10,1,64,320,320,320,0,0.763284
1,1,10,320,1,1,32,320,320,320,0,0.833963
1,160,1,2,1,320,1,320,320,320,0,0.777268
1,16,10,1,80,1,8,320,320,320,0,0.895774
1,1600,1,2,2,1,16,320,320,320,0,0.488587
1,1,16,20,1,20,16,320,320,320,0,0.913568
1,64,10,1,8,4,5,320,320,320,0,0.904587
1,2,10,16,8,8,5,320,320,320,0,0.975974
1,64,10,1,10,16,1,320,320,320,0,0.913024
3,8,1,20,40,2,8,320,320,320,0,0.824749
1,4,10,20,64,2,1,320,320,320,0,0.494526
3,10,2,32,5,2,16,320,320,320,0,0.770901
1,1,640,5,2,4,4,320,320,320,0,0.906821
1,4,80,2,4,10,4,320,320,320,0,0.90191
1,1,40,8,1,16,20,320,320,320,0,0.911181
1,50,2,32,2,8,2,320,320,320,0,0.837727
1,4,4,20,32,10,1,320,320,320,0,0.938664
1,2,2,40,8,4,20,320,320,320,0,0.918265
1,2,4,50,1,64,4,320,320,320,0,0.907098
1,50,4,2,8,16,2,320,320,320,0,0.958609
1,5,8,10,1,256,1,320,320,320,0,0.899418
1,4,8,5,64,2,5,320,320,320,0,0.87314
1,100,1,4,4,8,8,320,320,320,0,0.820689
1,1,25,4,4,32,8,320,320,320,0,0.911038
1,4,25,1,2,32,16,320,320,320,0,0.840202
1,20,20,4,2,4,8,320,320,320,0,0.976163
1,1,25,16,8,2,16,320,320,320,0,0.939296
1,4,1,32,1,25,32,320,320,320,0,0.763174
1,1,1,400,1,32,8,320,320,320,0,0.491814
1,2,5,32,2,4,40,320,320,320,0,0.914314
3,2,10,10,8,1,64,320,320,320,0,0.917669
1,10,8,2,64,10,1,320,320,320,0,0.823524
2,40,5,4,2,1,64,320,320,320,0,0.763467
1,50,2,1,2,128,4,320,320,320,0,0.913759
1,16,1,100,4,16,1,320,320,320,0,0.981802
1,20,4,4,4,2,40,320,320,320,0,0.977875
1,20,40,4,8,2,2,320,320,320,0,0.925048
0,1,5,128,80,1,2,320,320,320,0,0.856897
0,2,5,64,16,5,2,320,320,320,0,0.488885
3,64,1,5,2,40,4,320,320,320,0,0.490319
2,8,4,20,2,8,10,320,320,320,0,0.947895
1,20,8,5,1,64,2,320,320,320,0,0.913827
2,100,4,2,2,2,32,320,320,320,0,0.925036
1,4,5,40,2,4,16,320,320,320,0,0.902234
1,10,8,2,1,320,2,320,320,320,0,0.927374
1,64,2,5,4,5,8,320,320,320,0,0.932217
0,50,2,4,1,16,16,320,320,320,0,0.897153
2,10,1,32,1,64,5,320,320,320,0,0.952924
0,160,1,2,8,5,8,320,320,320,0,0.486586
