Kernel,gx,gy,gz,bx,by,bz,n,gpuId,occupancy
0,128,1,32,2,4,4,131072,0,0.475441
0,4,8,8,512,1,1,131072,0,0.249828
0,1,2,2048,32,1,1,131072,0,0.486843
0,16,2,4,2,512,1,131072,0,0.249812
0,8,8,2,4,128,2,131072,0,0.249292
0,4,32,1,16,4,16,131072,0,0.24982
0,2,32,2,16,4,16,131072,0,0.24969
0,16,1,8,2,128,4,131072,0,0.492491
0,8,8,16,64,2,1,131072,0,0.858934
0,2,256,4,4,4,4,131072,0,0.491593
0,128,16,1,2,8,4,131072,0,0.249789
0,4,128,1,8,32,1,131072,0,0.249843
0,8,16,4,16,2,8,131072,0,0.492608
0,64,1,8,2,128,1,131072,0,0.492963
0,4,32,4,16,1,16,131072,0,0.492911
0,4,1,32,1,128,8,131072,0,0.492258
0,2,16,128,2,1,16,131072,0,0.492129
0,1,512,2,8,8,2,131072,0,0.493028
0,32,2,32,16,1,4,131072,0,0.491737
0,16,8,1,2,512,1,131072,0,0.492502
0,2,256,8,1,1,32,131072,0,0.249817
0,1,16,16,256,1,2,131072,0,0.493433
0,8,4,4,8,32,4,131072,0,0.249808
0,2,16,64,2,32,1,131072,0,0.487933
0,32,4,1,1,32,32,131072,0,0.49182
0,16,1,128,1,2,32,131072,0,0.494747
0,8,16,4,128,2,1,131072,0,0.494152
0,8,8,2,64,2,8,131072,0,0.249839
0,1,4,512,2,16,2,131072,0,0.490276
0,8,16,32,2,4,4,131072,0,0.494461
0,8,4,8,128,4,1,131072,0,0.490531
0,2,1,512,8,1,16,131072,0,0.249764
0,1024,1,4,1,2,16,131072,0,0.24979
0,2,16,8,1,512,1,131072,0,0.48501
0,256,1,8,1,8,8,131072,0,0.248616
0,1024,1,4,16,1,2,131072,0,0.490212
0,1,2,64,256,2,2,131072,0,0.249702
0,128,1,4,1,8,32,131072,0,0.249724
0,16,32,4,2,32,1,131072,0,0.249106
0,4,16,4,4,4,32,131072,0,0.481869
0,64,1,64,16,2,1,131072,0,0.491212
0,256,2,1,256,1,1,131072,0,0.249754
0,1,4,128,32,4,2,131072,0,0.492449
0,64,1,32,8,4,2,131072,0,0.249534
0,32,16,1,32,4,2,131072,0,0.249816
0,2048,2,1,2,8,2,131072,0,0.249832
0,2,1,128,4,128,1,131072,0,0.249734
